"","Estimate","Std. Error","t value"
"Intercept",46.3886309833801,0.13289402624454,349.064832289902
"FireFreq_2000_2008_Total.Spinifex_Total.WeatheringIndex_Total",0.867599665920666,0.0109113353984677,79.513609859569
