"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL"
"Sand_Total",-1974.73269988275,4,3957.46539976549,3957.99171555497,0.543687623815219,0.811709069056744,-1974.73269988275
"Distance",-2003.87305821644,2,4011.74611643289,4011.89996258673,0.505272527560924,0.787163405427753,-2003.87305821644
"Null",-3701.47077351072,1,7404.94154702143,7404.99217993283,0,0.310622838962634,-3701.47077351072
