"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"Sand_Total",-1974.73269988275,4,3957.46539976549,3957.99171555497,0.543687623815219,0.811709069056744,-1974.73269988275,"Reverse Monomolecular",11.7264856696129,35.8695399081345
