"fc","reg","iter","train_AUC","test_AUC","diff_AUC"
"lh",0.8,700,0.893734380286595,0.853727100114841,0.0400072801717536
"lh",0.8,700,0.893734380286595,0.853727100114841,0.0400072801717536
"lh",0.8,700,0.893734380286595,0.853727100114841,0.0400072801717536
"lh",0.8,300,0.892270019005339,0.850454829017701,0.0418151899876387
"lp",0.8,700,0.839227509635992,0.806200381563827,0.0330271280721646
