"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"Spinifex_Total",-1986.74127925572,4,3981.48255850999,3982.00887429946,0.558117734222266,0.834875440692487,-1986.74127925499,"Reverse Monomolecular",8.53680174052715,14.0233336985111
