"","Estimate","Std. Error","t value"
"Intercept",46.3886309833712,0.114056349957112,406.716776407579
"PersistForestCover_Total.Silt_Total.WeatheringIndex_Total",0.710298964393626,0.00891945735903976,79.6347732604772
