"","Estimate","Std. Error","t value"
"Intercept",46.388630983364,0.120052980963782,386.401325572736
"EucDistWater_Total.FireFreq_2000_2008_Total.PersistForestCover_Total.Silt_Total",0.73724666367899,0.00904624336476297,81.4975491982364
