"","Estimate","Std. Error","t value"
"Intercept",46.3886309833527,0.116449254186624,398.359193516253
"FireFreq_2000_2008_Total.Silt_Total.VRM_Total.WeatheringIndex_Total",0.746180849203691,0.00934642892450138,79.835930410555
