"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"Silt_Total",-1973.70457744856,4,3955.40915489716,3955.93547068663,0.545080311811793,0.813696272561974,-1973.70457744858,"Inverse-Reverse Monomolecular",10.0150580555201,36.9003744274378
