"","Estimate","Std. Error","t value"
"Intercept",46.3886309833778,0.131930627836472,351.613812077636
"PersistForestCover_Total.Silt_Total.Spinifex_Total.WeatheringIndex_Total",0.852704394030701,0.0106205495857312,80.2881609042451
