"fc","reg","iter","train_AUC","test_AUC","diff_AUC"
"lh",0.8,500,0.885128195007047,0.841943162667551,0.043185032339496
"lh",0.8,500,0.885128195007047,0.841943162667551,0.043185032339496
"lh",0.8,500,0.885128195007047,0.841943162667551,0.043185032339496
"lh",0.8,300,0.885000575646058,0.841816426050919,0.0431841495951383
"lp",0.8,500,0.839749795642426,0.799236021505174,0.0405137741372525
