"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"VRM_Total",-1978.29127977429,4,3964.58255955164,3965.10887534111,0.549712837269496,0.810194367290357,-1978.29127977582,"Inverse-Reverse Monomolecular",8.54759684205055,7.09260819852352
