"","Estimate","Std. Error","t value"
"Intercept",46.388630983355,0.128824917671633,360.090515265041
"EucDistWater_Total.FireFreq_2000_2008_Total.Spinifex_Total.VRM_Total",0.829977245613885,0.0102475669612138,80.9926150036665
