"","Estimate","Std. Error","t value"
"Intercept",46.3886309833532,0.126719744524006,366.072636569791
"EucDistWater_Total.FireFreq_2000_2008_Total.PersistForestCover_Total",0.753045870413207,0.00939375268724174,80.1645407842136
