"UTMX","UTMY"
687258.755746792,7567202.12067618
709907.958555095,7505552.63924098
405716.368789966,7598795.59543181
589599.979179985,7554110.40057319
699435.024008454,7509979.56736482
715887.036216447,7654740.13480376
714542.009881379,7655534.08003992
713451.030588735,7643400.14296473
714974.959425953,7500703.60246449
713236.962108652,7645602.17152731
809249.051635569,7566887.4558876
807543.039833488,7563834.41240469
808839.026520685,7566405.35411968
809614.986153429,7567070.37563336
777820.998082504,7629096.23998655
440175.181305406,7577373.99389259
596964.998399603,7649504.96572881
660899.456082789,7513087.24255758
512183.882807941,7470239.62129014
824409.780593409,7687744.75737418
424591.163084882,7546867.25720635
676034.944224359,7686615.06039678
591624.120855854,7595679.67158815
626204.490574837,7585975.31802674
398214.278360322,7592007.22947445
594279.053176258,7591844.0961772
599008.40237186,7657985.18787912
789979.018401373,7683772.44133194
595546.750009181,7591507.78921813
670398.735662403,7697405.85719905
844727.859520367,7709585.22290844
594712.292043382,7592019.75463699
588698.593780054,7600948.62272026
771255.998661579,7637031.72890133
678898.450906503,7675170.78604031
671863.553472779,7730168.07728837
691860.004385809,7740708.52989374
409919.976602807,7540051.01777821
332532.89488474,7518964.96167639
644267.963098043,7520347.96122883
352390.941288305,7567741.83697182
588829.984344639,7603920.808693
594695.316571544,7593167.78399204
597749.052272692,7655554.31858022
860559.82404737,7635032.33112174
598775.076013288,7658030.09075286
824870.684378725,7733014.28699048
817159.370302639,7742227.85686062
827065.041384789,7728220.97826141
588971.122592419,7601029.0266183
672040.92352005,7729172.08671756
416174.310749765,7590554.36309747
788141.909592799,7573860.75376123
595018.4660843,7624900.73009456
598875.637994503,7657919.68221582
720086.056058204,7754954.04235795
730785.171532644,7554791.84011683
632141.166316848,7526724.50658863
413216.52230696,7592140.08613448
661069.191939926,7546949.49497463
425129.970271417,7547078.17758356
671861.959728092,7698799.02183853
595225.023163437,7592172.78846467
525169.348367361,7638330.79757815
665257.611094584,7694685.03407212
407912.232051825,7586774.79856737
588859.291158575,7602878.46192768
589380.920119704,7602201.43675188
733358.16904669,7668349.57457127
807974.518078528,7515985.98562374
843326.322867475,7716664.21253964
860581.653628013,7634892.1365508
626145.837381297,7586139.63186165
663585.117821741,7691495.20750534
591253.997054197,7614207.62824472
661084.991590194,7512919.20327517
596848.124020051,7696371.29193266
826628.412651121,7678458.33421542
794606.649678064,7623865.23213802
591200.344939511,7613343.74778141
681926.487962812,7738038.15409894
425193.688535879,7477726.99122524
594772.925206654,7625877.92705863
614250.775797121,7500123.82914371
972041.540989929,7598844.09478028
630762.729877792,7524003.44232884
410736.15128523,7539516.25947512
676034.994099183,7680750.5258685
589966.986306473,7559661.46063703
674245.111733702,7654543.19836371
590410.002033016,7556008.47481219
707084.031285926,7449683.77757955
710723.049417027,7450668.77566275
727319.996849673,7557068.39748134
806449.001007078,7516393.20227445
937599.614538471,7592759.35639276
938984.132367978,7609186.36293852
939022.099423,7609002.31438822
937674.290598237,7593210.69056189
937729.238578509,7581372.55718025
694552.478733699,7506837.06591352
703132.06683973,7499234.93760754
702331.957128549,7499055.35176852
691080.797156276,7505072.92535438
937458.597210788,7606836.70590251
453936.640388209,7563358.66788149
839605.175109729,7724996.12403542
839551.088858272,7725231.422992
573401.986479489,7425983.27398242
674491.61872305,7659000.17392872
563584.558436331,7468919.97132437
564412.226772156,7469378.43686978
565626.844539801,7467302.80399257
558517.6175519,7482084.96333688
691099.61685796,7504998.0443295
558250.237567486,7480759.78031092
446840.487558586,7566731.32562939
449347.834626628,7566194.20036225
673911.795227153,7656476.51619114
674312.405781712,7656248.83819922
674519.952965148,7652421.47958049
473154.5914092,7704071.08595482
845062.065644719,7709552.45599233
825107.362689239,7733064.08867441
676195.376329319,7729939.82446813
703290.228483964,7572152.37679037
842465.534473955,7717227.24357532
821911.773562084,7687093.26875181
719249.229865483,7755757.69835377
723199.162882856,7750881.71959892
838894.944609303,7725277.65093307
838459.758766948,7724905.22835158
671693.379644531,7728806.81017433
593288.709870942,7553174.40463573
727405.166223311,7750995.77153003
667885.423345678,7696732.92342091
668010.392441759,7696800.97914432
721866.209002045,7758918.75640768
844398.987448036,7700557.39312235
829519.536699311,7726313.17901654
842546.323743637,7716948.9265734
356053.551648095,7514175.59269485
484679.100470441,7706480.86765826
699484.239642237,7627379.22826939
386605.391706596,7603524.22360294
673384.342954305,7655351.05223973
587664.666909765,7552829.46181741
722819.194669067,7757571.73952957
528413.858803412,7641086.12283604
524830.946197193,7614244.28851446
672016.410474028,7728954.89435283
670560.427589395,7656796.03854752
719249.228745094,7749707.82431151
712219.219271347,7649998.09750711
738773.133271605,7680306.00676851
722672.212759584,7760097.73798125
518718.948820508,7722272.89223564
973781.081872758,7597038.33055371
467790.134807356,7707937.9249276
721366.230944408,7749454.80156233
839279.261547078,7702285.44095591
420969.079782279,7554894.90174984
594782.945039518,7624259.86683794
414405.307792095,7562138.92838499
673214.96148276,7698829.9547379
551522.041398643,7434339.84248875
358913.556428251,7593329.31846701
844014.575517077,7718632.07119768
474194.99077201,7699604.48394136
718987.316795633,7756312.16813404
665586.694818044,7695020.56809341
406169.055853652,7589665.3398415
421196.415223785,7545588.56313807
425094.774357774,7546763.40716274
526338.26559291,7640528.13128368
593601.965661684,7591535.91458887
475147.977599798,7700969.94282287
665425.178268803,7698694.522091
410996.229975473,7595419.38976832
413562.432054469,7591997.06276203
524822.869619998,7639572.03233348
472022.916282231,7699054.73041963
719964.700525474,7754950.0536621
665074.558125997,7699033.43396883
471975.979906166,7698932.6921275
414019.94014282,7587990.60612951
419189.335306562,7550765.65874076
824839.795311411,7732982.7339193
690999.974218438,7737000.08644336
418985.285104175,7550539.88740992
595143.320748133,7593037.82064363
418762.66772679,7583232.7209185
411565.03761245,7639249.48167697
405592.287240553,7584153.3983041
598851.933833138,7659436.28204971
792491.977561976,7683584.50095573
534133.350915289,7634244.81817538
474270.946769879,7700495.06082678
664981.448557178,7699093.0270575
412973.650182661,7592347.86710191
420856.470321315,7551453.85173436
419776.753989893,7551244.67895219
719749.992832989,7757100.01204935
412747.725505409,7591212.89586559
608513.00205307,7675361.67931182
414661.464338962,7561907.85203022
599088.441461322,7658708.73250637
583887.579980858,7664589.7851807
629060.49192608,7527413.65373928
852536.88486973,7638256.78982355
522046.241521776,7641217.37280058
534008.377516472,7633963.9531794
427339.184124944,7558784.52319139
720065.905160414,7755970.77162419
793054.604417274,7683610.07923648
423076.836833619,7549979.34506518
398209.517304012,7592397.30356032
392189.031904431,7596848.82822333
410996.972067687,7638813.04300032
595193.086517349,7590978.554458
398306.571346162,7594190.91616988
723165.440235693,7752229.10554944
738773.946484084,7681225.87021695
731654.183173613,7552778.48840934
721886.368451462,7760147.26439797
423187.966200867,7545196.64023423
412637.011045353,7590001.28472284
413828.809021938,7587646.86154012
410746.407504528,7639900.30862431
595017.921553006,7625851.03420063
798426.559760065,7683603.44094679
837927.77761672,7724100.54119429
833543.003630437,7710003.85242716
596997.938280554,7650425.16495207
800323.000839378,7558740.4554663
780130.995868278,7636338.1350234
779726.014160757,7634018.15754695
716056.983779893,7450014.95197379
711120.019743921,7450990.52361805
712308.976271111,7450622.47773252
778639.016806312,7633819.17595329
692955.025090397,7635034.20603573
717463.001725961,7449935.79923556
524964.051862187,7514626.26986729
675255.988600032,7682305.95356798
597780.360472276,7649046.95458677
677432.998793151,7682609.86386636
597437.490459512,7648831.48800526
597055.553320971,7670921.31639326
597584.512007435,7671238.43011186
838669.018989123,7722747.4365579
839645.471519868,7721819.55155158
454444.035208661,7563121.49556741
677750.022916406,7627889.18180844
713667.015663579,7656763.13161827
496487.02522617,7508044.79902889
511378.995239751,7703874.39935719
774601.999352966,7623866.23547807
774949.00213304,7632538.13725752
775156.04302687,7631637.18062506
800479.955377128,7560262.48458063
799784.998004962,7559406.38064393
799926.990391667,7560156.43173156
799548.01467553,7558181.45973724
800278.980600912,7559330.46854568
808044.998862968,7564657.44765985
808226.982515168,7565036.39304299
717005.035526364,7654113.08473851
678510.349767076,7700544.66575422
423123.765682823,7597457.35575122
411370.037418896,7645301.57828468
706019.085638177,7570689.49101873
719383.271615491,7750111.75266173
721963.347348613,7491902.29663898
720042.954915169,7760189.98110317
