"Species","Long","Lat","BasisOfRecord","WAM.ID","Accuracy.m","DataProvider","Datum","Day","Month","Year","Database","SiteName","Collector","MethodOfCapture","ApproximateLocation","ReturnID","LicenceNo","Certainty","RecordID"
"Dasyurus hallucatus",118.586433,-20.877289,NA," ",100,"FAUNASURVEY","GDA94",27,6,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0872"
"Dasyurus hallucatus",119.055963,-22.543056,NA,"",100,"FAUNASURVEY","GDA94",7,5,2014,"NatureMap","KSM-E2","BIOTA - MICHAEL GREENHAM AND CHRIS COLE",NA,"Koodaideri Springs","SF009809-201501","SF009809","Certain","Record_0873"
"Dasyurus hallucatus",118.586499,-20.879167,NA," ",100,"FAUNASURVEY","GDA94",3,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0874"
"Dasyurus hallucatus",118.586491,-20.877524,NA," ",100,"FAUNASURVEY","GDA94",27,6,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0875"
"Dasyurus hallucatus",118.586562,-20.876957,NA," ",100,"FAUNASURVEY","GDA94",17,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0876"
"Dasyurus hallucatus",118.586562,-20.876957,NA," ",100,"FAUNASURVEY","GDA94",16,7,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0877"
"Dasyurus hallucatus",120.320901,-20.594387,NA,"",100,"FAUNASURVEY","GDA94",2,11,2013,"NatureMap","OPP","MATTHEW LOVE",NA,"Shay Gap Pilbara","SF009525-201401","SF009525","Certain","Record_0878"
"Dasyurus hallucatus",119.056491,-21.273428,NA,"",100,"FAUNASURVEY","GDA94",25,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0879"
"Dasyurus hallucatus",119.044969,-21.235132,NA,"",100,"FAUNASURVEY","GDA94",29,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0880"
"Dasyurus hallucatus",119.049059,-21.232816,NA,"",100,"FAUNASURVEY","GDA94",29,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0881"
"Dasyurus hallucatus",117.240906,-21.334022,NA," ",100,"FAUNASURVEY","GDA94",11,7,2014,"NatureMap","Python Pool","LORNA HERNANDEZ SANTIN",NA,"Millstream Chichester National Park","SF009747-201502","SF009747","Certain","Record_0882"
"Dasyurus hallucatus",118.738944,-22.053312,NA,"",100,"FAUNASURVEY","GDA94",3,8,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0883"
"Dasyurus hallucatus",118.764232,-22.03161,NA,"",100,"FAUNASURVEY","GDA94",3,8,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0884"
"Dasyurus hallucatus",118.691996,-20.963477,NA,"",100,"FAUNASURVEY","GDA94",3,9,2013,"NatureMap","ML NQ IS2","ECOLOGIA ENVIRONMENT",NA,"Pilbara- FMG Mainline","SF009344-201407","SF009344","Certain","Record_0885"
"Dasyurus hallucatus",118.697309,-20.986105,NA,"",100,"FAUNASURVEY","GDA94",3,2,2014,"NatureMap","ML CM6","ECOLOGIA ENVIRONMENT",NA,"Pilbara- FMG Mainline","SF009344-201407","SF009344","Certain","Record_0886"
"Dasyurus hallucatus",118.845451,-21.341046,NA,"",100,"FAUNASURVEY","GDA94",18,6,2013,"NatureMap","Solomon Rail","OUTBACK ECOLOGY SERVICES",NA,"Pilbara","SF009294-201310","SF009294","Certain","Record_0887"
"Dasyurus hallucatus",118.586678,-20.87926,NA," ",100,"FAUNASURVEY","GDA94",3,10,2013,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0888"
"Dasyurus hallucatus",118.586678,-20.87926,NA," ",100,"FAUNASURVEY","GDA94",4,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0889"
"Dasyurus hallucatus",118.586678,-20.87926,NA," ",100,"FAUNASURVEY","GDA94",16,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0890"
"Dasyurus hallucatus",118.586715,-20.877933,NA," ",100,"FAUNASURVEY","GDA94",18,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0891"
"Dasyurus hallucatus",118.586725,-20.877793,NA," ",100,"FAUNASURVEY","GDA94",16,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0892"
"Dasyurus hallucatus",118.586855,-20.879149,NA," ",100,"FAUNASURVEY","GDA94",17,7,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0893"
"Dasyurus hallucatus",118.817521,-20.455941,NA,"",100,"FAUNASURVEY","GDA94",28,7,2009,"NatureMap","","SONJA CREESE (OUTBACK ECOLOGY)",NA,"Poondano","SF007127-201002","SF007127","Certain","Record_0894"
"Dasyurus hallucatus",118.836672,-20.455351,NA,"",100,"FAUNASURVEY","GDA94",28,7,2009,"NatureMap","","SONJA CREESE (OUTBACK ECOLOGY)",NA,"Poondano","SF007127-201002","SF007127","Certain","Record_0895"
"Dasyurus hallucatus",116.146138,-21.780065,NA,"",100,"FAUNASURVEY","GDA94",15,5,2013,"NatureMap","20","R.ELLIS",NA,"RED HILL","SF009258-201309","SF009258","Certain","Record_0896"
"Dasyurus hallucatus",119.056081,-22.544436,NA,"",100,"FAUNASURVEY","GDA94",6,5,2014,"NatureMap","KSM-E2","BIOTA - MICHAEL GREENHAM AND CHRIS COLE",NA,"Koodaideri Springs","SF009809-201501","SF009809","Certain","Record_0897"
"Dasyurus hallucatus",118.588288,-20.875204,NA," ",100,"FAUNASURVEY","GDA94",15,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0898"
"Dasyurus hallucatus",118.588409,-20.874902,NA," ",100,"FAUNASURVEY","GDA94",25,6,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0899"
"Dasyurus hallucatus",118.588165,-20.875235,NA," ",100,"FAUNASURVEY","GDA94",17,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0900"
"Dasyurus hallucatus",118.588166,-20.875267,NA," ",100,"FAUNASURVEY","GDA94",27,6,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0901"
"Dasyurus hallucatus",118.588224,-20.875054,NA," ",100,"FAUNASURVEY","GDA94",1,10,2013,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0902"
"Dasyurus hallucatus",118.65324,-21.193108,NA,"",100,"FAUNASURVEY","GDA94",18,5,2014,"NatureMap","Wodgina Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF009823-201408","SF009823","Certain","Record_0903"
"Dasyurus hallucatus",117.876559,-22.098579,NA,"",100,"FAUNASURVEY","GDA94",8,9,2013,"NatureMap","NQI2","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009363-201405","SF009363","Certain","Record_0904"
"Dasyurus hallucatus",117.238649,-21.333588,NA," ",100,"FAUNASURVEY","GDA94",24,9,2013,"NatureMap","Python Pool","LORNA HERNANDEZ SANTIN",NA,"Millstream Chichester National Park","SF009747-201502","SF009747","Certain","Record_0905"
"Dasyurus hallucatus",117.238649,-21.333588,NA," ",100,"FAUNASURVEY","GDA94",21,6,2014,"NatureMap","Python Pool","LORNA HERNANDEZ SANTIN",NA,"Millstream Chichester National Park","SF009747-201502","SF009747","Certain","Record_0906"
"Dasyurus hallucatus",117.240462,-21.333944,NA," ",100,"FAUNASURVEY","GDA94",23,9,2013,"NatureMap","Python Pool","LORNA HERNANDEZ SANTIN",NA,"Millstream Chichester National Park","SF009747-201502","SF009747","Certain","Record_0907"
"Dasyurus hallucatus",117.897534,-22.110444,NA,"",100,"FAUNASURVEY","GDA94",29,7,2014,"NatureMap","NQ I1T20","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0908"
"Dasyurus hallucatus",118.648481,-20.801455,NA,"",100,"FAUNASURVEY","GDA94",27,8,2013,"NatureMap","Roy Hill rail","UNKNOWN",NA,"Roy Hill rail","SF009050-201312","SF009050","Don't know","Record_0909"
"Dasyurus hallucatus",118.588654,-20.874901,NA," ",100,"FAUNASURVEY","GDA94",2,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0910"
"Dasyurus hallucatus",118.588654,-20.874901,NA," ",100,"FAUNASURVEY","GDA94",9,10,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0911"
"Dasyurus hallucatus",115.111533,-21.635022,NA,"",100,"FAUNASURVEY","GDA94",23,8,2012,"NatureMap","Wheatstone Project","UNKNOWN",NA,"Wheatstone Project","TF005855-201210","TF005855","Don't know","Record_0912"
"Dasyurus hallucatus",118.843269,-20.453998,NA,"",3000,"FAUNASURVEY","GDA94",13,5,2014,"NatureMap","Poondano Central","BRENT JOHNSON",NA,"Poondano","SF009680-201408","SF009680","Certain","Record_0913"
"Dasyurus hallucatus",117.876833,-22.099047,NA,"",100,"FAUNASURVEY","GDA94",28,7,2014,"NatureMap","NQ I2 T4","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0914"
"Dasyurus hallucatus",117.859644,-22.026634,NA,"",100,"FAUNASURVEY","GDA94",26,6,2014,"NatureMap","SLM NE Mc13","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0915"
"Dasyurus hallucatus",120.057591,-21.651256,NA,"",100,"FAUNASURVEY","GDA94",20,3,2014,"NatureMap","MtWebber","OUTBACK ECOLOGY SERVICES",NA,"Pilbara","SF009726-201405","SF009726","Certain","Record_0916"
"Dasyurus hallucatus",118.818066,-20.455556,NA,"",100,"FAUNASURVEY","GDA94",27,7,2012,"NatureMap","PCC1","RAPALLO STAFF",NA,"POONDANO Port Hedland","SF008771-201209","SF008771","Certain","Record_0917"
"Dasyurus hallucatus",118.818554,-20.455991,NA,"",100,"FAUNASURVEY","GDA94",27,7,2012,"NatureMap","PCC4","RAPALLO STAFF",NA,"POONDANO Port Hedland","SF008771-201209","SF008771","Certain","Record_0918"
"Dasyurus hallucatus",118.819193,-20.456108,NA,"",100,"FAUNASURVEY","GDA94",27,7,2012,"NatureMap","PCC5","RAPALLO STAFF",NA,"POONDANO Port Hedland","SF008771-201209","SF008771","Certain","Record_0919"
"Dasyurus hallucatus",119.123931,-21.123628,NA,"",100,"FAUNASURVEY","GDA94",9,8,2013,"NatureMap","AbydosMineSite","OUTBACK ECOLOGY MWH",NA,"Pilbara","SF009366-201310","SF009366","Certain","Record_0920"
"Dasyurus hallucatus",119.106663,-21.165079,NA,"",100,"FAUNASURVEY","GDA94",10,8,2013,"NatureMap","AbydosMineSite","OUTBACK ECOLOGY MWH",NA,"Pilbara","SF009366-201310","SF009366","Certain","Record_0921"
"Dasyurus hallucatus",118.920653,-20.453965,NA,"",100,"FAUNASURVEY","GDA94",27,7,2012,"NatureMap","PEC3","RAPALLO STAFF",NA,"POONDANO Port Hedland","SF008771-201209","SF008771","Certain","Record_0922"
"Dasyurus hallucatus",118.930517,-20.457649,NA,"",100,"FAUNASURVEY","GDA94",27,7,2012,"NatureMap","PEC8","RAPALLO STAFF",NA,"POONDANO Port Hedland","SF008771-201209","SF008771","Certain","Record_0923"
"Dasyurus hallucatus",118.650899,-21.167062,NA,"",100,"FAUNASURVEY","GDA94",25,5,2013,"NatureMap","Wodgina","OUTBACK ECOLOGY SERVICES",NA,"Pilbara WA","SF009265-201306","SF009265","Certain","Record_0924"
"Dasyurus hallucatus",118.844907,-20.447979,NA,"",100,"FAUNASURVEY","GDA94",26,7,2012,"NatureMap","GOC2","RAPALLO STAFF",NA,"POONDANO Port Hedland","SF008771-201209","SF008771","Certain","Record_0925"
"Dasyurus hallucatus",118.819193,-20.456108,NA,"",100,"FAUNASURVEY","GDA94",26,7,2012,"NatureMap","PCC5","RAPALLO STAFF",NA,"POONDANO Port Hedland","SF008771-201209","SF008771","Certain","Record_0926"
"Dasyurus hallucatus",118.921449,-20.454417,NA,"",100,"FAUNASURVEY","GDA94",26,7,2012,"NatureMap","PEC4","RAPALLO STAFF",NA,"POONDANO Port Hedland","SF008771-201209","SF008771","Certain","Record_0927"
"Dasyurus hallucatus",118.90302,-20.432009,NA,"",100,"FAUNASURVEY","GDA94",31,8,2012,"NatureMap","EG05","RAPALLO STAFF",NA,"PLWA Port Hedland","SF008770-201209","SF008770","Certain","Record_0928"
"Dasyurus hallucatus",118.860336,-20.43256,NA,"",100,"FAUNASURVEY","GDA94",31,8,2012,"NatureMap","GH01","RAPALLO STAFF",NA,"PLWA Port Hedland","SF008770-201209","SF008770","Certain","Record_0929"
"Dasyurus hallucatus",118.860115,-20.432112,NA,"",100,"FAUNASURVEY","GDA94",31,8,2012,"NatureMap","GH02","RAPALLO STAFF",NA,"PLWA Port Hedland","SF008770-201209","SF008770","Certain","Record_0930"
"Dasyurus hallucatus",118.860132,-20.42908,NA,"",100,"FAUNASURVEY","GDA94",31,8,2012,"NatureMap","GH06","RAPALLO STAFF",NA,"PLWA Port Hedland","SF008770-201209","SF008770","Certain","Record_0931"
"Dasyurus hallucatus",118.906867,-20.433207,NA,"",100,"FAUNASURVEY","GDA94",1,9,2012,"NatureMap","EG09","RAPALLO STAFF",NA,"PLWA Port Hedland","SF008770-201209","SF008770","Certain","Record_0932"
"Dasyurus hallucatus",118.907258,-20.432572,NA,"",100,"FAUNASURVEY","GDA94",1,9,2012,"NatureMap","EG10","RAPALLO STAFF",NA,"PLWA Port Hedland","SF008770-201209","SF008770","Certain","Record_0933"
"Dasyurus hallucatus",118.859269,-20.429801,NA,"",100,"FAUNASURVEY","GDA94",1,9,2012,"NatureMap","GH05","RAPALLO STAFF",NA,"PLWA Port Hedland","SF008770-201209","SF008770","Certain","Record_0934"
"Dasyurus hallucatus",118.829102,-20.426649,NA,"",100,"FAUNASURVEY","GDA94",2,9,2012,"NatureMap","QR02","RAPALLO STAFF",NA,"PLWA Port Hedland","SF008770-201209","SF008770","Certain","Record_0935"
"Dasyurus hallucatus",118.654849,-21.186281,NA,"",100,"FAUNASURVEY","GDA94",4,5,2016,"NatureMap","Wodgina Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010812-2016","SF010812","Certain","Record_0936"
"Dasyurus hallucatus",116.172232,-21.723066,NA,"",100,"FAUNASURVEY","GDA94",2,5,2016,"NatureMap","MESA H","ASTRON",NA,"PANNAWONICA","SF010530-201608","SF010530","Certain","Record_0937"
"Dasyurus hallucatus",116.180508,-21.733253,NA,"",100,"FAUNASURVEY","GDA94",3,5,2016,"NatureMap","MESA H","ASTRON",NA,"PANNAWONICA","SF010530-201608","SF010530","Certain","Record_0938"
"Dasyurus hallucatus",116.177263,-21.734393,NA,"",100,"FAUNASURVEY","GDA94",3,5,2016,"NatureMap","MESA H","ASTRON",NA,"PANNAWONICA","SF010530-201608","SF010530","Certain","Record_0939"
"Dasyurus hallucatus",116.217539,-21.781973,NA,"",100,"FAUNASURVEY","GDA94",1,5,2016,"NatureMap","MESA H","ASTRON",NA,"PANNAWONICA","SF010530-201608","SF010530","Certain","Record_0940"
"Dasyurus hallucatus",119.061936,-22.572091,NA,"",100,"FAUNASURVEY","GDA94",19,7,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0941"
"Dasyurus hallucatus",119.062162,-22.572287,NA,"",100,"FAUNASURVEY","GDA94",19,7,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0942"
"Dasyurus hallucatus",116.414962,-21.67134,NA,"",100,"FAUNASURVEY","GDA94",23,6,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0943"
"Dasyurus hallucatus",118.462902,-20.936798,NA,"",100,"FAUNASURVEY","GDA94",27,5,2011,"NatureMap","B","OUTBACK ECOLOGY",NA,"Mt Dove","SF008040_201105","SF008040","Don't know","Record_0944"
"Dasyurus hallucatus",118.658236,-21.146243,NA,"",100,"FAUNASURVEY","GDA94",27,5,2011,"NatureMap","6","OUTBACK ECOLOGY",NA,"Hercules","SF008040_201105","SF008040","Don't know","Record_0945"
"Dasyurus hallucatus",118.649063,-21.169926,NA,"",100,"FAUNASURVEY","GDA94",31,5,2011,"NatureMap","3B","OUTBACK ECOLOGY",NA,"Hercules","SF008040_201105","SF008040","Don't know","Record_0946"
"Dasyurus hallucatus",118.462902,-20.936798,NA,"",100,"FAUNASURVEY","GDA94",25,5,2011,"NatureMap","B","OUTBACK ECOLOGY",NA,"Mt Dove","SF008040_201105","SF008040","Don't know","Record_0947"
"Dasyurus hallucatus",118.462902,-20.936798,NA,"",100,"FAUNASURVEY","GDA94",26,5,2011,"NatureMap","B","OUTBACK ECOLOGY",NA,"Mt Dove","SF008040_201105","SF008040","Don't know","Record_0948"
"Dasyurus hallucatus",119.079642,-21.245193,NA,"",100,"FAUNASURVEY","GDA94",26,8,2015,"NatureMap","NS_NQ_I4","CHRIS PARKER",NA,"North Star","SF010456_201603","SF010456","Certain","Record_0949"
"Dasyurus hallucatus",118.726745,-21.032489,NA,"",100,"FAUNASURVEY","GDA94",21,4,2015,"NatureMap","c. 80km S of Port Hedland","ECOLOGIA",NA,"Pilbara","SF010276-201506","SF010276","Certain","Record_0950"
"Dasyurus hallucatus",118.6594,-21.11177,NA,"",3000,"FAUNASURVEY","GDA94",20,7,2015,"NatureMap","Great Northern Hwy Material Pit SLK 1509-1523","GLEN GAIKHORST/JO KUIPER",NA,"Port Hedland","SF010424-201603","SF010424","Certain","Record_0951"
"Dasyurus hallucatus",118.66317,-21.13856,NA,"",100,"FAUNASURVEY","GDA94",22,7,2015,"NatureMap","Great Northern Hwy Material Pit SLK 1509-1523","GLEN GAIKHORST/JO KUIPER",NA,"Port Hedland","SF010424-201603","SF010424","Certain","Record_0952"
"Dasyurus hallucatus",118.753682,-22.039382,NA,"",100,"FAUNASURVEY","GDA94",13,8,2015,"NatureMap","HL_NQ_OPP","ECOSCAPE AUSTRALIA",NA,"Hamersley Line","SF010422_201603","SF010422","Certain","Record_0953"
"Dasyurus hallucatus",118.588036,-20.87523,NA," ",100,"FAUNASURVEY","GDA94",16,7,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0954"
"Dasyurus hallucatus",119.055779,-21.258237,NA,"",100,"FAUNASURVEY","GDA94",30,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0955"
"Dasyurus hallucatus",118.663206,-21.136006,NA,"",100,"FAUNASURVEY","GDA94",25,7,2015,"NatureMap","Great Northern Hwy Material Pit SLK 1509-1523","GLEN GAIKHORST/JO KUIPER",NA,"Port Hedland","SF010424-201603","SF010424","Certain","Record_0956"
"Dasyurus hallucatus",118.865049,-20.43013,NA,"",100,"FAUNASURVEY","GDA94",1,9,2012,"NatureMap","GH09","RAPALLO STAFF",NA,"PLWA Port Hedland","SF008770-201209","SF008770","Certain","Record_0957"
"Dasyurus hallucatus",118.465427,-20.952206,NA,"",100,"FAUNASURVEY","GDA94",30,5,2011,"NatureMap","D","OUTBACK ECOLOGY",NA,"Mt Dove","SF008040_201105","SF008040","Don't know","Record_0958"
"Dasyurus hallucatus",118.836638,-20.454854,NA,"",100,"FAUNASURVEY","GDA94",28,7,2009,"NatureMap","","SONJA CREESE (OUTBACK ECOLOGY)",NA,"Poondano","SF007127-201002","SF007127","Certain","Record_0959"
"Dasyurus hallucatus",118.833715,-20.454876,NA,"",100,"FAUNASURVEY","GDA94",28,7,2009,"NatureMap","","SONJA CREESE (OUTBACK ECOLOGY)",NA,"Poondano","SF007127-201002","SF007127","Certain","Record_0960"
"Dasyurus hallucatus",118.828901,-20.454665,NA,"",100,"FAUNASURVEY","GDA94",28,7,2009,"NatureMap","","SONJA CREESE (OUTBACK ECOLOGY)",NA,"Poondano","SF007127-201002","SF007127","Certain","Record_0961"
"Dasyurus hallucatus",118.823185,-20.455712,NA,"",100,"FAUNASURVEY","GDA94",23,7,2015,"NatureMap","Poondano Central","JESSICA OATES",NA,"Poondano","SF009960-201507","SF009960","Certain","Record_0962"
"Dasyurus hallucatus",116.403645,-21.673368,NA,"",100,"FAUNASURVEY","GDA94",22,8,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0963"
"Dasyurus hallucatus",119.052033,-22.540894,NA,"",100,"FAUNASURVEY","GDA94",23,7,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0964"
"Dasyurus hallucatus",119.066909,-22.526761,NA,"",100,"FAUNASURVEY","GDA94",23,7,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0965"
"Dasyurus hallucatus",119.056047,-22.543488,NA,"",100,"FAUNASURVEY","GDA94",2,8,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota02","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0966"
"Dasyurus hallucatus",117.877297,-22.107532,NA,"",100,"FAUNASURVEY","GDA94",28,7,2016,"NatureMap","S_F_P_SMNQ-I1","ASTRID HEIDRICH, DAMIEN CANCILLA, CHRIS PARKER, JORDAN VOS, JARED NELSON",NA,"Solomon Mine","SF0101924-201703","SF010924","Certain","Record_0967"
"Dasyurus hallucatus",117.877581,-22.100191,NA,"",100,"FAUNASURVEY","GDA94",30,7,2016,"NatureMap","S_F_P_SMNQ-I1","ASTRID HEIDRICH, DAMIEN CANCILLA, CHRIS PARKER, JORDAN VOS, JARED NELSON",NA,"Solomon Mine","SF0101924-201703","SF010924","Certain","Record_0968"
"Dasyurus hallucatus",118.707887,-21.018914,NA,"",100,"FAUNASURVEY","GDA94",30,8,2015,"NatureMap","ML_NQ_I3","ECOSCAPE AUSTRALIA",NA,"Main Line","SF010422_201603","SF010422","Certain","Record_0969"
"Dasyurus hallucatus",118.748246,-22.04084,NA,"",100,"FAUNASURVEY","GDA94",20,8,2015,"NatureMap","HL_NQ_I3","ECOSCAPE AUSTRALIA",NA,"Hamersley Line","SF010422_201603","SF010422","Certain","Record_0970"
"Dasyurus hallucatus",116.18223,-22.09266,NA,"",100,"FAUNASURVEY","GDA94",NA,NA,NA,"NatureMap","R240CB","RAPALLO/API",NA,"CARDO","SF008654-201303","SF008654","Certain","Record_0971"
"Dasyurus hallucatus",117.867358,-22.11749,NA,"N/A",100,"FAUNASURVEY","GDA94",30,7,2014,"NatureMap","Solomon Mine","ASTRID HEIDRICH, JORDAN VOS, LEIGH SMITH",NA,"Solomon","SF009838-201506","SF009838","Certain","Record_0972"
"Dasyurus hallucatus",119.05724,-22.545911,NA,"",100,"FAUNASURVEY","GDA94",7,7,2016,"NatureMap","KQMBOPP - GPS Fix: Collar ID Biota03","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0973"
"Dasyurus hallucatus",118.773931,-20.456607,NA,"",100,"FAUNASURVEY","GDA94",23,7,2015,"NatureMap","Poondano West","JESSICA OATES",NA,"Poondano","SF009960-201507","SF009960","Certain","Record_0974"
"Dasyurus hallucatus",118.776069,-20.454183,NA,"",100,"FAUNASURVEY","GDA94",24,7,2015,"NatureMap","Poondano West","JESSICA OATES",NA,"Poondano","SF009960-201507","SF009960","Certain","Record_0975"
"Dasyurus hallucatus",119.062163,-22.561208,NA,"",100,"FAUNASURVEY","GDA94",21,4,2016,"NatureMap","KQMB3.M14-01 - Motion Camera","BIOTA - SYLVIE SCHMIDT",NA,"Koodaideri","SF010648-201608","SF010648","Certain","Record_0976"
"Dasyurus hallucatus",118.654494,-21.188986,NA,"",100,"FAUNASURVEY","GDA94",8,5,2016,"NatureMap","Wodgina Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010812-2016","SF010812","Certain","Record_0977"
"Dasyurus hallucatus",117.873996,-22.06496,NA,"",100,"FAUNASURVEY","GDA94",3,8,2015,"NatureMap","SM_NQ_C2","ASTRID HEIDRICH",NA,"Solomon Mine","SF010422_201603","SF010422","Certain","Record_0978"
"Dasyurus hallucatus",117.869883,-22.09118,NA,"",100,"FAUNASURVEY","GDA94",14,9,2016,"NatureMap","S_F_P_SMNQ-CR2.2","ASTRID HEIDRICH, DAMIEN CANCILLA, CHRIS PARKER, JORDAN VOS, JARED NELSON",NA,"Solomon Mine","SF0101924-201703","SF010924","Certain","Record_0979"
"Dasyurus hallucatus",117.882424,-22.103417,NA,"",100,"FAUNASURVEY","GDA94",15,9,2016,"NatureMap","S_F_P_SMNQ-CR2.4","ASTRID HEIDRICH, DAMIEN CANCILLA, CHRIS PARKER, JORDAN VOS, JARED NELSON",NA,"Solomon Mine","SF0101924-201703","SF010924","Certain","Record_0980"
"Dasyurus hallucatus",118.704629,-21.016589,NA,"",100,"FAUNASURVEY","GDA94",23,8,2014,"NatureMap","Mainline","ECOLOGIA ENVIRONMENT",NA,"Abydos","SF009957-201508","SF009957","Certain","Record_0981"
"Dasyurus hallucatus",116.159425,-21.805012,NA,"",100,"FAUNASURVEY","GDA94",12,12,2013,"NatureMap","Yarraloola","MORGAN O'CONNELL",NA,"Pilbara","SF009610-201508","SF009610","Certain","Record_0982"
"Dasyurus hallucatus",116.183745,-21.885551,NA,"",100,"FAUNASURVEY","GDA94",12,12,2013,"NatureMap","Yarraloola","MORGAN O'CONNELL",NA,"Pilbara","SF009610-201508","SF009610","Certain","Record_0983"
"Dasyurus hallucatus",119.046785,-21.237491,NA,"",100,"FAUNASURVEY","GDA94",18,8,2016,"NatureMap","N_F_P_NSMC-I1","ASTRID HEIDRICH, DAMIEN CANCILLA, CHRIS PARKER, JORDAN VOS, JARED NELSON",NA,"North Star","SF0101924-201703","SF010924","Certain","Record_0984"
