"Species","Long","Lat","BasisOfRecord","WAM.ID","Accuracy.m","DataProvider","Datum","Day","Month","Year","Database","SiteName","Collector","MethodOfCapture","ApproximateLocation","ReturnID","LicenceNo","Certainty","RecordID"
"Dasyurus hallucatus",119.1,-20.3,"PreservedSpecimen","M62857",10000,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,1,2013,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0001"
"Dasyurus hallucatus",118.7,-20.8,"PreservedSpecimen","M63361",10000,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,1,2012,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0002"
"Dasyurus hallucatus",116.1,-22.2,"PreservedSpecimen","M63423",10000,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,1,2015,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0003"
"Dasyurus hallucatus",119.1,-20.3,"PreservedSpecimen","M62854",10000,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,4,2013,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0004"
"Dasyurus hallucatus",119.1,-20.3,"PreservedSpecimen","M62856",10000,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,4,2012,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0005"
"Dasyurus hallucatus",118.6,-20.9,"PreservedSpecimen","M63485",10000,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,8,2014,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0006"
"Dasyurus hallucatus",118.6,-20.9,"PreservedSpecimen","M63490",10000,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,8,2014,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0007"
"Dasyurus hallucatus",118.6,-20.9,"PreservedSpecimen","M63488",10000,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,8,2014,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0008"
"Dasyurus hallucatus",117.8,-20.9,"HumanObservation","42379664",40434,"","EPSG:4326",NA,8,2019,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0009"
"Dasyurus hallucatus",120.1,-20.5,"PreservedSpecimen","M57515",10000,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,8,2006,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0010"
"Dasyurus hallucatus",118.6,-20.9,"PreservedSpecimen","M63487",10000,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,8,2014,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0011"
"Dasyurus hallucatus",119,-21.6,"PreservedSpecimen","M6142",20000,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,NA,NA,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0012"
"Dasyurus hallucatus",118.7,-21.2,"HumanObservation","",10000,"Citizen Science - ALA Website","EPSG:4326",NA,9,2018,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0013"
"Dasyurus hallucatus",120.3,-20.6,"PreservedSpecimen","M62833",5,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,2,2014,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0014"
"Dasyurus hallucatus",119.2,-20.3,"HumanObservation","5119f0193dffa5e263544381",10100,"Citizen Science - ALA Website","EPSG:4326",NA,2,2013,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0015"
"Dasyurus hallucatus",119.3,-20.3,"PreservedSpecimen","M62844",10050,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,2,2012,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0016"
"Dasyurus hallucatus",119.1,-20.3,"PreservedSpecimen","M62843",10050,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,11,2011,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0017"
"Dasyurus hallucatus",118.7,-20.8,"PreservedSpecimen","M63372",10000,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,7,2015,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0018"
"Dasyurus hallucatus",118.7,-21.2,"PreservedSpecimen","M62823",10050,"OZCAM (Online Zoological Collections of Australian Museums) Provider","EPSG:4326",NA,7,2011,"ALA",NA,NA,NA,NA,NA,NA,NA,"Record_0019"
"Dasyurus hallucatus",117.2642,-21.3516,NA,NA,30,"COWANSURVEYS","GDA94",9,9,2013,"NatureMap","Millstream","M.A. Cowan","cage",NA,NA,NA,NA,"Record_0020"
"Dasyurus hallucatus",117.2642,-21.3516,NA,NA,30,"COWANSURVEYS","GDA94",10,9,2013,"NatureMap","Millstream","M.A. Cowan","cage",NA,NA,NA,NA,"Record_0021"
"Dasyurus hallucatus",120.076417,-21.616332,NA,"",100,"FAUNASURVEY","GDA94",21,7,2014,"NatureMap","McPhee Creek","MWH AUSTRALILA",NA,"Pilbara","SF009918-201503","SF009918","Certain","Record_0022"
"Dasyurus hallucatus",117.877088,-22.063426,NA,"",100,"FAUNASURVEY","GDA94",5,8,2016,"NatureMap","S_F_P_SMNQ-C2","ASTRID HEIDRICH, DAMIEN CANCILLA, CHRIS PARKER, JORDAN VOS, JARED NELSON",NA,"Solomon Mine","SF0101924-201703","SF010924","Certain","Record_0023"
"Dasyurus hallucatus",119.241051,-22.097409,NA,"",100,"FAUNASURVEY","GDA94",30,5,2015,"NatureMap","L09160","JOHN SCANLON",NA,"Roy Hill Rail","SF010337_201604","SF010337","Certain","Record_0024"
"Dasyurus hallucatus",116.171942,-21.723083,NA,"",100,"FAUNASURVEY","GDA94",3,5,2016,"NatureMap","MESA H","ASTRON",NA,"PANNAWONICA","SF010530-201608","SF010530","Certain","Record_0025"
"Dasyurus hallucatus",116.217312,-21.780978,NA,"",100,"FAUNASURVEY","GDA94",1,5,2016,"NatureMap","MESA H","ASTRON",NA,"PANNAWONICA","SF010530-201608","SF010530","Certain","Record_0026"
"Dasyurus hallucatus",119.055895,-22.543039,NA,"PIT tag - 982000364797788",100,"FAUNASURVEY","GDA94",18,8,2016,"NatureMap","KQMB1-E44","DAN KAMIEN",NA,"Koodaideri","SF010827-201612","SF010827","Certain","Record_0027"
"Dasyurus hallucatus",119.113968,-21.151396,NA,"",NA,"FAUNASURVEY","GDA94",8,6,2016,"NatureMap","Abydos Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010811-2016","SF010811","Certain","Record_0028"
"Dasyurus hallucatus",119.114153,-21.151538,NA,"",NA,"FAUNASURVEY","GDA94",9,6,2016,"NatureMap","Abydos Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010811-2016","SF010811","Certain","Record_0029"
"Dasyurus hallucatus",119.136581,-21.126539,NA,"",NA,"FAUNASURVEY","GDA94",2,6,2016,"NatureMap","Abydos Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010811-2016","SF010811","Certain","Record_0030"
"Dasyurus hallucatus",119.136581,-21.126539,NA,"",NA,"FAUNASURVEY","GDA94",2,6,2016,"NatureMap","Abydos Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010811-2016","SF010811","Certain","Record_0031"
"Dasyurus hallucatus",117.857356,-22.05858,NA,"",100,"FAUNASURVEY","GDA94",2,8,2015,"NatureMap","SM_NQ_C1","ECOSCAPE AUSTRALIA",NA,"Solomon Mine","SF010422_201603","SF010422","Certain","Record_0032"
"Dasyurus hallucatus",117.857356,-22.05858,NA,"",100,"FAUNASURVEY","GDA94",3,8,2015,"NatureMap","SM_NQ_C1","ECOSCAPE AUSTRALIA",NA,"Solomon Mine","SF010422_201603","SF010422","Certain","Record_0033"
"Dasyurus hallucatus",117.857461,-22.058372,NA,"",100,"FAUNASURVEY","GDA94",5,8,2015,"NatureMap","SM_NQ_C1","ECOSCAPE AUSTRALIA",NA,"Solomon Mine","SF010422_201603","SF010422","Certain","Record_0034"
"Dasyurus hallucatus",118.941823,-21.851187,NA,"",100,"FAUNASURVEY","GDA94",19,8,2015,"NatureMap","HL_Mu_I1","ECOSCAPE AUSTRALIA",NA,"Hamersley Line","SF010422_201603","SF010422","Certain","Record_0035"
"Dasyurus hallucatus",118.6553,-21.1122,NA,"",3000,"FAUNASURVEY","GDA94",21,7,2015,"NatureMap","Great Northern Hwy Material Pit SLK 1509-1523","GLEN GAIKHORST/JO KUIPER",NA,"Port Hedland","SF010424-201603","SF010424","Certain","Record_0036"
"Dasyurus hallucatus",118.587938,-20.875226,NA," ",100,"FAUNASURVEY","GDA94",1,10,2013,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0037"
"Dasyurus hallucatus",118.751779,-20.969132,NA,"",100,"FAUNASURVEY","GDA94",8,8,2013,"NatureMap","Roy Hill rail","UNKNOWN",NA,"Roy Hill rail","SF009050-201312","SF009050","Don't know","Record_0038"
"Dasyurus hallucatus",119.065004,-22.552927,NA,"",100,"FAUNASURVEY","GDA94",24,4,2016,"NatureMap","KQMB3.M15-01 - Motion Camera","BIOTA - SYLVIE SCHMIDT",NA,"Koodaideri","SF010648-201608","SF010648","Certain","Record_0039"
"Dasyurus hallucatus",119.065004,-22.552927,NA,"",100,"FAUNASURVEY","GDA94",29,4,2016,"NatureMap","KQMB3.M15-01 - Motion Camera","BIOTA - SYLVIE SCHMIDT",NA,"Koodaideri","SF010648-201608","SF010648","Certain","Record_0040"
"Dasyurus hallucatus",119.063624,-22.568584,NA,"",100,"FAUNASURVEY","GDA94",20,4,2016,"NatureMap","KQMB3.M16-01 - Motion Camera","BIOTA - SYLVIE SCHMIDT",NA,"Koodaideri","SF010648-201608","SF010648","Certain","Record_0041"
"Dasyurus hallucatus",118.585351,-20.878517,NA," ",100,"FAUNASURVEY","GDA94",28,9,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0042"
"Dasyurus hallucatus",118.58575,-20.878988,NA," ",100,"FAUNASURVEY","GDA94",3,10,2013,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0043"
"Dasyurus hallucatus",118.585983,-20.878984,NA," ",100,"FAUNASURVEY","GDA94",4,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0044"
"Dasyurus hallucatus",117.868724,-22.115704,NA,"N/A",100,"FAUNASURVEY","GDA94",26,7,2014,"NatureMap","Solomon Mine","ASTRID HEIDRICH, JORDAN VOS, LEIGH SMITH",NA,"Solomon","SF009838-201506","SF009838","Certain","Record_0045"
"Dasyurus hallucatus",117.915413,-22.070199,NA,"",100,"FAUNASURVEY","GDA94",10,7,2014,"NatureMap","SLM NQ C","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0046"
"Dasyurus hallucatus",117.876833,-22.099047,NA,"SF009838-201502",100,"FAUNASURVEY","GDA94",28,7,2014,"NatureMap","NQ I2 T04","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009838-201502","SF009838","Certain","Record_0047"
"Dasyurus hallucatus",118.58693,-20.879294,NA," ",100,"FAUNASURVEY","GDA94",15,7,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0048"
"Dasyurus hallucatus",118.58734,-20.875557,NA," ",100,"FAUNASURVEY","GDA94",18,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0049"
"Dasyurus hallucatus",118.587354,-20.875849,NA," ",100,"FAUNASURVEY","GDA94",16,5,2014,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0050"
"Dasyurus hallucatus",117.929086,-22.056527,NA,"",100,"FAUNASURVEY","GDA94",8,7,2014,"NatureMap","SLM NQ C","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0051"
"Dasyurus hallucatus",117.073164,-20.878159,NA,"",100,"FAUNASURVEY","GDA94",26,8,2015,"NatureMap","Roebourne Quarry","JENNIFER WILCOX",NA,"CooyaPooya","SF010443-201510","SF010443","Certain","Record_0052"
"Dasyurus hallucatus",118.828351,-20.504441,NA,"",100,"FAUNASURVEY","GDA94",24,7,2015,"NatureMap","Southern Granites","JESSICA OATES",NA,"Poondano","SF009960-201507","SF009960","Certain","Record_0053"
"Dasyurus hallucatus",116.403645,-21.673368,NA,"",100,"FAUNASURVEY","GDA94",19,6,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0054"
"Dasyurus hallucatus",116.439239,-21.920837,NA,"",100,"FAUNASURVEY","GDA94",29,5,2015,"NatureMap","Bungaroo","ASTRON ENVIRONMENTAL SERVICES",NA,"PANNAWANNICA","SF010306-201510","SF010306","Certain","Record_0055"
"Dasyurus hallucatus",119.058411,-22.538988,NA,"",100,"FAUNASURVEY","GDA94",10,5,2014,"NatureMap","KSM-E1","BIOTA - MICHAEL GREENHAM AND CHRIS COLE",NA,"Koodaideri Springs","SF009809-201501","SF009809","Certain","Record_0056"
"Dasyurus hallucatus",119.053734,-21.271926,NA,"",100,"FAUNASURVEY","GDA94",28,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0057"
"Dasyurus hallucatus",117.860796,-22.028037,NA,"",100,"FAUNASURVEY","GDA94",8,5,2014,"NatureMap","SLM NE Mc10","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0058"
"Dasyurus hallucatus",117.860796,-22.028037,NA,"",100,"FAUNASURVEY","GDA94",11,6,2014,"NatureMap","SLM NE Mc10","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0059"
"Dasyurus hallucatus",117.87777,-22.05466,NA,"",100,"FAUNASURVEY","GDA94",6,5,2014,"NatureMap","SLM NE Mc18","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0060"
"Dasyurus hallucatus",117.87665,-22.053663,NA,"",100,"FAUNASURVEY","GDA94",18,6,2014,"NatureMap","SLM NE Mc20","ECOLOGIA ENVIRONMENT",NA,"Solomon Mine","SF009811-201501","SF009811","Certain","Record_0061"
"Dasyurus hallucatus",119.10588,-21.164854,NA,"",100,"FAUNASURVEY","GDA94",20,7,2015,"NatureMap","Abydos Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010369-2015","SF010369","Certain","Record_0062"
"Dasyurus hallucatus",119.12468,-21.138384,NA,"",100,"FAUNASURVEY","GDA94",18,7,2015,"NatureMap","Abydos Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF010369-2015","SF010369","Certain","Record_0063"
"Dasyurus hallucatus",118.82535,-21.6095,NA,"",3000,"FAUNASURVEY","GDA94",14,6,2011,"NatureMap","NQ322","SCOTT THOMPSON",NA,"Roy Hill Railway","SF007777-2012","SF007777","Certain","Record_0064"
"Dasyurus hallucatus",121.88424,-21.668286,NA,"",100,"FAUNASURVEY","GDA94",22,5,2015,"NatureMap","Robe River: No Site","MWH",NA,"Pilbara","SF010333-201512","SF010333","Certain","Record_0065"
"Dasyurus hallucatus",121.868857,-21.661642,NA,"",100,"FAUNASURVEY","GDA94",7,9,2015,"NatureMap","Robe River: VER-T04","MWH",NA,"Pilbara","SF010333-201512","SF010333","Certain","Record_0066"
"Dasyurus hallucatus",117.897214,-22.110473,NA,"N/A",100,"FAUNASURVEY","GDA94",29,7,2014,"NatureMap","Solomon Mine","ASTRID HEIDRICH, JORDAN VOS, LEIGH SMITH",NA,"Solomon","SF009838-201506","SF009838","Certain","Record_0067"
"Dasyurus hallucatus",117.240838,-21.333696,NA," ",100,"FAUNASURVEY","GDA94",26,4,2014,"NatureMap","Python Pool","LORNA HERNANDEZ SANTIN",NA,"Millstream Chichester National Park","SF009747-201502","SF009747","Certain","Record_0068"
"Dasyurus hallucatus",116.486846,-22.009999,NA,"",100,"FAUNASURVEY","GDA94",25,8,2015,"NatureMap","BHTC11CAM01","BIOTA - GARTH HUMPHREYS AND JASON ALEXANDER",NA,"Buckland Hills","SF010441-201604","SF010441","Certain","Record_0069"
"Dasyurus hallucatus",116.549898,-21.704294,NA,"",100,"FAUNASURVEY","GDA94",22,8,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0070"
"Dasyurus hallucatus",116.48522,-21.717902,NA,"",100,"FAUNASURVEY","GDA94",21,8,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0071"
"Dasyurus hallucatus",116.48416,-21.717022,NA,"",100,"FAUNASURVEY","GDA94",21,8,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0072"
"Dasyurus hallucatus",119.057095,-22.542021,NA,"",100,"FAUNASURVEY","GDA94",11,5,2014,"NatureMap","KSM-E1","BIOTA - MICHAEL GREENHAM AND CHRIS COLE",NA,"Koodaideri Springs","SF009809-201501","SF009809","Certain","Record_0073"
"Dasyurus hallucatus",116.171942,-21.723083,NA,"",100,"FAUNASURVEY","GDA94",3,5,2016,"NatureMap","MESA H","ASTRON",NA,"PANNAWONICA","SF010530-201608","SF010530","Certain","Record_0074"
"Dasyurus hallucatus",116.177263,-21.734393,NA,"",100,"FAUNASURVEY","GDA94",30,4,2016,"NatureMap","MESA H","ASTRON",NA,"PANNAWONICA","SF010530-201608","SF010530","Certain","Record_0075"
"Dasyurus hallucatus",116.416618,-21.670758,NA,"",100,"FAUNASURVEY","GDA94",21,8,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0076"
"Dasyurus hallucatus",116.266077,-21.730447,NA,"",100,"FAUNASURVEY","GDA94",16,6,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0077"
"Dasyurus hallucatus",116.266611,-21.730097,NA,"",100,"FAUNASURVEY","GDA94",17,6,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0078"
"Dasyurus hallucatus",116.266611,-21.730097,NA,"",100,"FAUNASURVEY","GDA94",22,6,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0079"
"Dasyurus hallucatus",116.415192,-21.671819,NA,"",100,"FAUNASURVEY","GDA94",24,6,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0080"
"Dasyurus hallucatus",116.475575,-21.698131,NA,"",100,"FAUNASURVEY","GDA94",25,6,2015,"NatureMap","Middle Robe","ASTRON",NA,"PANNAWANNICA","SF010323-201510","SF010323","Certain","Record_0081"
"Dasyurus hallucatus",119.083816,-21.245367,NA,"",100,"FAUNASURVEY","GDA94",17,10,2011,"NatureMap","ns12","ECOLOGIA ENVIRONMENT",NA,"NorthStar","SF007862-201112","SF007862","Certain","Record_0082"
"Dasyurus hallucatus",119.008585,-21.187378,NA,"",100,"FAUNASURVEY","GDA94",13,10,2011,"NatureMap","ns14","ECOLOGIA ENVIRONMENT",NA,"NorthStar","SF007862-201112","SF007862","Certain","Record_0083"
"Dasyurus hallucatus",116.535827,-22.017336,NA,"S20141104BUH10aT-1",100,"FAUNASURVEY","GDA94",4,11,2014,"NatureMap","BUH10aT - Scat","BIOTA - DAN KAMIEN AND NICOLA WATSON",NA,"Buckland Hills","SF010087-201501","SF010087","Certain","Record_0084"
"Dasyurus hallucatus",116.505187,-22.000551,NA,"S20141103.BUH09AT-02",100,"FAUNASURVEY","GDA94",3,11,2014,"NatureMap","BUH09AT - Scat","WAM - RIC HOW",NA,"Buckland Hills","SF010087-201501","SF010087","WAM Vouchered","Record_0085"
"Dasyurus hallucatus",116.158462,-21.804818,NA,"",100,"FAUNASURVEY","GDA94",12,12,2013,"NatureMap","Yarraloola","MORGAN O'CONNELL",NA,"Pilbara","SF009610-201508","SF009610","Certain","Record_0086"
"Dasyurus hallucatus",116.159888,-21.805778,NA,"",100,"FAUNASURVEY","GDA94",12,12,2013,"NatureMap","Yarraloola","MORGAN O'CONNELL",NA,"Pilbara","SF009610-201508","SF009610","Certain","Record_0087"
"Dasyurus hallucatus",116.091042,-21.63979,NA,"",100,"FAUNASURVEY","GDA94",12,12,2013,"NatureMap","Yarraloola","MORGAN O'CONNELL",NA,"Pilbara","SF009610-201508","SF009610","Certain","Record_0088"
"Dasyurus hallucatus",116.172028,-21.725878,NA,"",100,"FAUNASURVEY","GDA94",12,12,2013,"NatureMap","Yarraloola","MORGAN O'CONNELL",NA,"Pilbara","SF009610-201508","SF009610","Certain","Record_0089"
"Dasyurus hallucatus",119.058086,-22.541376,NA,"",100,"FAUNASURVEY","GDA94",9,5,2014,"NatureMap","KSM-E1","BIOTA - MICHAEL GREENHAM AND CHRIS COLE",NA,"Koodaideri Springs","SF009809-201501","SF009809","Certain","Record_0090"
"Dasyurus hallucatus",119.045688,-21.236279,NA,"",100,"FAUNASURVEY","GDA94",30,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0091"
"Dasyurus hallucatus",119.045252,-21.234027,NA,"",100,"FAUNASURVEY","GDA94",25,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0092"
"Dasyurus hallucatus",119.051976,-21.251447,NA,"",100,"FAUNASURVEY","GDA94",30,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0093"
"Dasyurus hallucatus",119.051865,-21.250383,NA,"",100,"FAUNASURVEY","GDA94",31,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0094"
"Dasyurus hallucatus",119.051865,-21.250383,NA,"",100,"FAUNASURVEY","GDA94",30,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0095"
"Dasyurus hallucatus",119.055779,-21.258237,NA,"",100,"FAUNASURVEY","GDA94",31,8,2014,"NatureMap","North Star Mine","ECOLOGIA ENVIRONMENT",NA,"North Star","SF009735-201501","SF009735","Certain","Record_0096"
"Dasyurus hallucatus",120.320964,-20.592375,NA,"",100,"FAUNASURVEY","GDA94",2,11,2013,"NatureMap","OPP","MATTHEW LOVE",NA,"Shay Gap Pilbara","SF009525-201401","SF009525","Certain","Record_0097"
"Dasyurus hallucatus",120.035534,-21.593809,NA,"",100,"FAUNASURVEY","GDA94",21,7,2014,"NatureMap","McPhee Creek","MWH AUSTRALILA",NA,"Pilbara","SF009918-201503","SF009918","Certain","Record_0098"
"Dasyurus hallucatus",120.076581,-21.615856,NA,"",100,"FAUNASURVEY","GDA94",21,7,2014,"NatureMap","McPhee Creek","MWH AUSTRALILA",NA,"Pilbara","SF009918-201503","SF009918","Certain","Record_0099"
"Dasyurus hallucatus",118.651398,-21.193785,NA,"",100,"FAUNASURVEY","GDA94",18,5,2014,"NatureMap","Wodgina Mine Site","MWH AUSTRALIA",NA,"Pilbara","SF009823-201408","SF009823","Certain","Record_0100"
"Dasyurus hallucatus",119.305393,-21.52033,NA,"",100,"FAUNASURVEY","GDA94",30,6,2014,"NatureMap","Mt Webber Mine - scat","OUTBACK ECOLOGY",NA,"Pilbara","SF009900-201408","SF009900","Certain","Record_0101"
"Dasyurus hallucatus",119.056022,-22.541827,NA,"",100,"FAUNASURVEY","GDA94",10,4,2016,"NatureMap","KQMB1.M01-01 - Motion Camera","BIOTA - SYLVIE SCHMIDT",NA,"Koodaideri","SF010648-201608","SF010648","Certain","Record_0102"
"Dasyurus hallucatus",118.938797,-22.505031,NA,"T20130519KDA04E-01.DASHAL.01",100,"FAUNASURVEY","GDA94",19,5,2013,"NatureMap","KDA04E","BIOTA-M. GREENHAM AND S. SCHMIDT ",NA,"Koodaideri","SF009255-201308","SF009255","WAM Vouchered","Record_0103"
"Dasyurus hallucatus",116.462699,-21.961941,NA,"",100,"FAUNASURVEY","GDA94",29,5,2015,"NatureMap","Bungaroo","ASTRON ENVIRONMENTAL SERVICES",NA,"PANNAWANNICA","SF010306-201510","SF010306","Certain","Record_0104"
"Dasyurus hallucatus",119.137067,-21.126163,NA,"",100,"FAUNASURVEY","GDA94",2,6,2014,"NatureMap","Abydos","OUTBACK ECOLOGY",NA,"Pilbara","SF009854-201408","SF009854","Certain","Record_0105"
"Dasyurus hallucatus",119.102389,-21.18761,NA,"",100,"FAUNASURVEY","GDA94",6,6,2014,"NatureMap","Abydos","OUTBACK ECOLOGY",NA,"Pilbara","SF009854-201408","SF009854","Certain","Record_0106"
"Dasyurus hallucatus",118.772602,-20.457714,NA,"",100,"FAUNASURVEY","GDA94",18,6,2010,"NatureMap","Poondano","CHRIS JACKSON",NA,"Pilbara","SF007486-201011","SF007486","Certain","Record_0107"
"Dasyurus hallucatus",118.777859,-20.454815,NA,"",100,"FAUNASURVEY","GDA94",18,6,2010,"NatureMap","Poondano","CHRIS JACKSON",NA,"Pilbara","SF007486-201011","SF007486","Certain","Record_0108"
"Dasyurus hallucatus",118.586663,-20.877074,NA," ",100,"FAUNASURVEY","GDA94",1,10,2013,"NatureMap","Red Rock","LORNA HERNANDEZ SANTIN",NA,"Indee Station","SF009747-201502","SF009747","Certain","Record_0109"
"Dasyurus hallucatus",116.254168,-22.086815,NA,"",100,"FAUNASURVEY","GDA94",19,5,2015,"NatureMap","RHS02E","BIOTA - DAN KAMIEN AND ROY TEALE",NA,"Red Hill","SF010322-201601","SF010322","Certain","Record_0110"
"Dasyurus hallucatus",116.254374,-22.086464,NA,"",100,"FAUNASURVEY","GDA94",20,5,2015,"NatureMap","RHS02E","BIOTA - DAN KAMIEN AND ROY TEALE",NA,"Red Hill","SF010322-201601","SF010322","Certain","Record_0111"
"Dasyurus hallucatus",118.821057,-21.993897,NA,"",100,"FAUNASURVEY","GDA94",3,8,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0112"
"Dasyurus hallucatus",118.764204,-22.031637,NA,"",100,"FAUNASURVEY","GDA94",3,8,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0113"
"Dasyurus hallucatus",118.751732,-22.041516,NA,"",100,"FAUNASURVEY","GDA94",3,8,2013,"NatureMap","Solomon Rail","ECOLOGIA ENVIRONMENT",NA,"Chichester Ranges","SF009364-201401","SF009364","Certain","Record_0114"
"Dasyurus hallucatus",117.238793,-21.333871,NA," ",100,"FAUNASURVEY","GDA94",22,6,2014,"NatureMap","Python Pool","LORNA HERNANDEZ SANTIN",NA,"Millstream Chichester National Park","SF009747-201502","SF009747","Certain","Record_0115"
