"","Estimate","Std. Error","t value"
"Intercept",46.3886309833425,0.117019882057765,396.416661575882
"EucDistWater_Total.PersistForestCover_Total.Spinifex_Total.WeatheringIndex_Total",0.73930146222448,0.0093335608471254,79.2089401176588
