"","Estimate","Std. Error","t value"
"Intercept",46.3886309833674,0.136869121413365,338.926928910919
"FireFreq_2000_2008_Total.Silt_Total.Spinifex_Total.VRM_Total",0.891984300996767,0.0110316831605347,80.8565916928973
