"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"Clay_Total",-1973.70457739178,4,3955.40915478364,3955.93547057312,0.545080322122454,0.813696269932011,-1973.70457739182,"Inverse-Reverse Monomolecular",10.0150580555201,36.9003744274378
