"","Estimate","Std. Error","t value"
"Intercept",46.3886309833669,0.119770303524356,387.3132956863
"EucDistWater_Total.VRM_Total.WeatheringIndex_Total",0.734634482756256,0.00911984884828848,80.5533616814411
