"","Estimate","Std. Error","t value"
"Intercept",46.3886309833887,0.118710571721062,390.770849730126
"EucDistWater_Total.PersistForestCover_Total.VRM_Total",0.725150355175024,0.00897586967418517,80.7888685439111
