"","Estimate","Std. Error","t value"
"Intercept",46.3886309833533,0.126717639816142,366.078716827899
"EucDistWater_Total.PersistForestCover_Total.Spinifex_Total",0.753081219072769,0.00939255076777801,80.1785625323722
