"","Estimate","Std. Error","t value"
"Intercept",46.388630983358,0.119839489449428,387.089691356988
"EucDistWater_Total.FireFreq_2000_2008_Total.Silt_Total.WeatheringIndex_Total",0.730554834350433,0.00894947897250631,81.6309906526145
