"","Estimate","Std. Error","t value"
"Intercept",46.3886309833734,0.126717353211061,366.079544812685
"EucDistWater_Total.FireFreq_2000_2008_Total.Spinifex_Total",0.75305811186911,0.00939309052728786,80.1714951731171
