"","Estimate","Std. Error","t value"
"Intercept",46.3886309833605,0.123911999129688,374.367545590233
"EucDistWater_Total.FireFreq_2000_2008_Total.Silt_Total.VRM_Total",0.802845418574389,0.00990165786339316,81.0819187706477
