"","Estimate","Std. Error","t value"
"Intercept",46.3886309833641,0.12149528676176,381.814243332153
"EucDistWater_Total.FireFreq_2000_2008_Total.PersistForestCover_Total.VRM_Total",0.753321100230894,0.00934104501102115,80.6463408903478
