"","Estimate","Std. Error","t value"
"Intercept",46.3886309833884,0.129841049893658,357.272457526963
"FireFreq_2000_2008_Total.Silt_Total.Spinifex_Total",0.841201188511987,0.0105005209808204,80.1104240492896
