Population,Geographic_Distance,Genetic_Distance
Cluster2,147.472,1977.157
Cluster2,141.272,1987.827
Cluster2,118.661,1851.411
Cluster2,114.978,2006.146
Cluster2,118.042,1938.922
Cluster2,118.652,1968.613
Cluster2,118.720,1898.069
Cluster2,119.101,1913.313
Cluster2,105.459,1919.893
Cluster2,154.240,1928.412
Cluster2,39.146,2000.602
Cluster2,39.182,1866.164
Cluster2,39.280,1937.549
Cluster2,30.036,1920.026
Cluster2,30.159,1903.488
Cluster2,122.187,1982.869
Cluster2,122.211,1930.451
Cluster2,172.234,1982.238
Cluster2,124.383,2091.912
Cluster2,123.691,1867.625
Cluster2,124.310,1916.035
Cluster2,0.129,1455.396
Cluster2,0.083,1858.035
Cluster2,141.840,2045.443
Cluster2,141.183,2055.925
Cluster2,142.586,2041.763
Cluster2,141.220,1998.178
Cluster2,140.783,2045.270
Cluster2,142.849,2055.881
Cluster2,141.247,1998.807
Cluster2,142.192,2058.278
Cluster2,115.308,2023.937
Cluster2,109.825,2016.882
Cluster2,118.087,2019.151
Cluster2,183.476,2200.174
Cluster2,109.459,2111.465
Cluster2,111.567,1999.164
Cluster2,110.393,1978.148
Cluster2,107.232,2032.147
Cluster2,107.655,2010.351
Cluster2,80.218,1957.213
Cluster2,78.973,1919.280
Cluster2,29.826,1956.384
Cluster2,29.850,1980.031
Cluster2,29.939,1984.879
Cluster2,29.823,2060.914
Cluster2,29.975,1864.293
Cluster2,45.538,1929.917
Cluster2,45.433,1947.558
Cluster2,55.244,1825.114
Cluster2,54.985,2007.280
Cluster2,54.952,1936.710
Cluster2,54.975,1919.409
Cluster2,55.016,1935.993
Cluster2,55.071,2045.247
Cluster2,149.217,2067.007
Cluster2,149.161,2054.962
Cluster2,149.335,2026.094
Cluster2,149.437,2017.438
Cluster2,148.247,1947.668
Cluster2,63.770,1981.032
Cluster2,143.720,2039.454
Cluster2,148.233,2010.934
Cluster2,141.539,2058.995
Cluster2,162.489,2113.864
Cluster2,162.598,2066.990
Cluster2,162.493,2080.720
Cluster2,29.810,1992.318
Cluster2,29.956,2053.394
Cluster2,55.158,1929.712
Cluster2,81.221,1962.392
Cluster2,160.834,2016.518
Cluster2,158.015,2107.047
Cluster2,158.059,2128.044
Cluster2,138.509,2168.671
Cluster2,142.488,1934.210
Cluster2,120.029,2068.225
Cluster2,144.241,2211.242
Cluster2,135.135,2050.225
Cluster2,142.540,2077.103
Cluster2,153.327,2076.514
Cluster2,155.969,2044.310
Cluster2,109.123,2093.089
Cluster2,156.099,2077.225
Cluster2,155.905,2073.215
Cluster2,191.457,2076.418
Cluster2,191.288,2011.466
Cluster2,191.246,1960.976
Cluster2,283.048,1959.742
Cluster2,78.598,2060.517
Cluster2,132.505,2130.353
Cluster2,141.378,2027.779
Cluster2,140.918,2081.256
Cluster2,133.247,1989.675
Cluster2,141.713,2031.141
Cluster2,147.520,2065.085
Cluster2,141.320,2146.755
Cluster2,118.711,2029.339
Cluster2,115.029,2060.074
Cluster2,118.091,2047.850
Cluster2,118.702,1968.541
Cluster2,118.769,2068.996
Cluster2,119.150,2013.241
Cluster2,105.510,1991.821
Cluster2,154.290,2056.340
Cluster2,39.138,1983.530
Cluster2,39.163,1863.092
Cluster2,39.261,2078.477
Cluster2,30.000,1979.953
Cluster2,30.123,2033.416
Cluster2,122.231,2180.797
Cluster2,122.255,1985.379
Cluster2,172.285,2154.166
Cluster2,124.426,2235.574
Cluster2,123.733,1966.553
Cluster2,124.352,2011.963
Cluster2,0.112,1892.186
Cluster2,0.079,1928.871
Cluster2,0.052,1881.148
Cluster2,142.108,2057.051
Cluster2,141.447,1994.533
Cluster2,142.853,2026.225
Cluster2,141.484,2132.786
Cluster2,141.047,2100.732
Cluster2,143.117,2079.755
Cluster2,141.512,2061.942
Cluster2,142.459,2109.887
Cluster2,115.477,2018.398
Cluster2,109.993,2073.343
Cluster2,118.249,2016.419
Cluster2,183.530,2222.443
Cluster2,109.626,2069.073
Cluster2,111.738,2006.773
Cluster2,110.565,2015.756
Cluster2,107.405,2100.755
Cluster2,107.834,2072.959
Cluster2,80.057,1972.821
Cluster2,78.808,2038.888
Cluster2,29.806,1993.796
Cluster2,29.828,1957.256
Cluster2,29.917,2003.487
Cluster2,29.802,2098.522
Cluster2,29.953,1918.901
Cluster2,45.707,1951.025
Cluster2,45.602,2045.215
Cluster2,55.443,1972.722
Cluster2,55.186,1976.505
Cluster2,55.153,1981.318
Cluster2,55.174,1952.017
Cluster2,55.216,2037.454
Cluster2,55.271,1987.855
Cluster2,149.437,2026.615
Cluster2,149.381,2079.879
Cluster2,149.554,1984.410
Cluster2,149.657,2045.046
Cluster2,148.461,2035.276
Cluster2,63.503,1947.906
Cluster2,143.987,2087.063
Cluster2,148.500,1946.542
Cluster2,141.804,2017.603
Cluster2,162.477,2197.472
Cluster2,162.586,2091.587
Cluster2,162.481,2041.328
Cluster2,29.789,1964.926
Cluster2,29.934,2095.518
Cluster2,55.357,1971.320
Cluster2,81.067,2114.873
Cluster2,161.094,1969.980
Cluster2,158.274,2028.921
Cluster2,158.318,2020.918
Cluster2,138.644,2096.279
Cluster2,142.701,1988.818
Cluster2,120.308,1961.833
Cluster2,144.453,2093.850
Cluster2,135.413,2083.833
Cluster2,142.753,2023.711
Cluster2,153.561,2147.005
Cluster2,156.155,2012.918
Cluster2,109.294,2058.697
Cluster2,156.280,2119.833
Cluster2,156.090,2096.823
Cluster2,191.512,2156.026
Cluster2,191.342,1992.074
Cluster2,191.300,2000.850
Cluster2,282.767,1975.350
Cluster2,78.434,2094.125
Cluster2,132.775,2052.961
Cluster2,141.644,2100.045
Cluster2,141.182,2087.864
Cluster2,133.516,1989.283
Cluster2,141.980,1980.622
Cluster2,147.786,2006.693
Cluster2,141.587,2044.363
Cluster2,118.878,2041.947
Cluster2,115.199,2076.682
Cluster2,118.244,2066.458
Cluster2,118.861,2090.149
Cluster2,118.917,1938.605
Cluster2,119.295,2113.849
Cluster2,105.684,1970.429
Cluster2,154.550,2150.948
Cluster2,39.280,2001.138
Cluster2,39.249,1922.700
Cluster2,39.347,1994.085
Cluster2,29.975,2093.561
Cluster2,30.098,2038.024
Cluster2,122.328,2105.065
Cluster2,122.352,2073.987
Cluster2,172.504,2150.774
Cluster2,124.705,2136.448
Cluster2,124.013,1999.161
Cluster2,124.632,2011.571
Cluster2,0.353,1989.794
Cluster2,0.347,2017.745
Cluster2,0.322,1932.550
Cluster2,0.280,2076.684
Cluster2,141.903,2095.391
Cluster2,141.243,1941.014
Cluster2,142.648,2054.280
Cluster2,141.280,2092.780
Cluster2,140.843,1971.872
Cluster2,142.912,2113.749
Cluster2,141.308,2068.409
Cluster2,142.254,2104.880
Cluster2,115.325,2024.538
Cluster2,109.842,2008.483
Cluster2,118.102,2082.195
Cluster2,183.455,2180.437
Cluster2,109.476,2024.548
Cluster2,111.585,2035.508
Cluster2,110.412,2071.750
Cluster2,107.251,2052.749
Cluster2,107.676,2038.953
Cluster2,80.144,1956.815
Cluster2,78.899,2008.882
Cluster2,29.856,2007.859
Cluster2,29.880,1916.633
Cluster2,29.969,2002.480
Cluster2,29.853,1983.515
Cluster2,30.004,2038.895
Cluster2,45.613,1964.019
Cluster2,45.508,2085.208
Cluster2,55.323,1926.716
Cluster2,55.065,2033.882
Cluster2,55.032,1913.312
Cluster2,55.054,1984.708
Cluster2,55.096,1938.594
Cluster2,55.150,1975.745
Cluster2,149.255,2154.609
Cluster2,149.199,2045.873
Cluster2,149.372,2053.696
Cluster2,149.475,2088.040
Cluster2,148.282,2068.270
Cluster2,63.686,1968.593
Cluster2,143.782,1976.311
Cluster2,148.295,1974.677
Cluster2,141.600,2125.593
Cluster2,162.450,2085.126
Cluster2,162.559,2091.592
Cluster2,162.454,2042.642
Cluster2,29.840,2092.061
Cluster2,29.985,2051.154
Cluster2,55.237,1943.314
Cluster2,81.149,2025.867
Cluster2,160.892,2035.120
Cluster2,158.072,2043.056
Cluster2,158.116,2160.908
Cluster2,138.515,2122.273
Cluster2,142.523,2137.953
Cluster2,120.101,2044.827
Cluster2,144.275,2115.843
Cluster2,135.216,2053.827
Cluster2,142.575,2049.705
Cluster2,153.372,2082.382
Cluster2,155.993,1997.912
Cluster2,109.141,2215.691
Cluster2,156.121,2115.827
Cluster2,155.929,2144.817
Cluster2,191.437,2142.020
Cluster2,191.267,2046.068
Cluster2,191.226,1927.578
Cluster2,282.970,2010.344
Cluster2,78.524,2061.119
Cluster2,132.569,2108.955
Cluster2,141.439,2137.039
Cluster2,140.979,2032.772
Cluster2,133.311,2019.059
Cluster2,141.775,1993.615
Cluster2,147.582,2015.601
Cluster2,141.382,2139.357
Cluster2,118.728,1991.941
Cluster2,115.047,2077.676
Cluster2,118.103,2118.452
Cluster2,118.716,2092.143
Cluster2,118.779,1955.598
Cluster2,119.159,2068.843
Cluster2,105.530,2051.422
Cluster2,154.348,2064.942
Cluster2,39.207,2087.132
Cluster2,39.221,1994.694
Cluster2,39.318,2039.079
Cluster2,30.028,2053.555
Cluster2,30.151,2048.971
Cluster2,122.224,2108.059
Cluster2,122.248,1998.981
Cluster2,172.323,2156.768
Cluster2,124.499,2199.289
Cluster2,123.807,2051.150
Cluster2,124.426,1988.565
Cluster2,0.189,2077.736
Cluster2,0.163,1901.979
Cluster2,0.117,1990.891
Cluster2,0.085,2039.967
Cluster2,0.207,2084.946
Cluster2,55.932,1979.130
Cluster2,48.753,1913.795
Cluster2,53.561,1915.450
Cluster2,48.806,1961.865
Cluster2,47.843,1848.957
Cluster2,53.371,1956.833
Cluster2,48.917,1914.493
Cluster2,53.696,1956.965
Cluster2,58.486,2000.623
Cluster2,62.598,2009.623
Cluster2,59.644,1960.629
Cluster2,125.509,2112.861
Cluster2,62.907,2055.152
Cluster2,60.111,1952.851
Cluster2,60.534,1988.834
Cluster2,62.591,1937.833
Cluster2,60.496,2004.037
Cluster2,176.488,2009.899
Cluster2,177.105,1976.967
Cluster2,180.609,1921.209
Cluster2,180.682,1995.718
Cluster2,180.806,1959.565
Cluster2,180.613,2087.600
Cluster2,180.807,2005.980
Cluster2,165.699,1948.104
Cluster2,165.703,2049.675
Cluster2,160.869,1983.012
Cluster2,160.520,2058.720
Cluster2,160.570,2093.396
Cluster2,160.785,2003.096
Cluster2,160.805,1941.679
Cluster2,160.766,1984.687
Cluster2,11.186,2027.694
Cluster2,11.270,2006.957
Cluster2,11.113,1852.781
Cluster2,10.987,1843.124
Cluster2,14.257,1990.355
Cluster2,203.250,2035.984
Cluster2,52.873,1970.141
Cluster2,51.731,1914.762
Cluster2,49.170,2063.682
Cluster2,150.583,2049.551
Cluster2,150.642,1938.430
Cluster2,150.583,2022.285
Cluster2,180.631,1961.146
Cluster2,180.768,2081.225
Cluster2,160.842,2028.324
Cluster2,174.898,2046.830
Cluster2,41.802,1884.205
Cluster2,39.464,1948.721
Cluster2,39.513,2078.997
Cluster2,66.245,2113.358
Cluster2,19.911,1880.037
Cluster2,82.148,1930.954
Cluster2,19.207,2017.928
Cluster2,113.092,2065.912
Cluster2,19.833,1963.790
Cluster2,10.947,2007.467
Cluster2,32.561,1914.997
Cluster2,61.869,1938.775
Cluster2,35.804,1981.954
Cluster2,32.825,1991.902
Cluster2,129.566,2057.104
Cluster2,129.527,1966.153
Cluster2,129.501,1954.928
Cluster2,419.341,1960.428
Cluster2,176.862,2012.247
Cluster2,59.112,1952.039
Cluster2,50.999,1985.124
Cluster2,48.298,1885.985
Cluster2,58.874,2029.361
Cluster2,53.924,1833.743
Cluster2,51.386,1862.525
Cluster2,54.177,1935.077
Cluster2,57.404,2050.025
Cluster2,57.982,1974.761
Cluster2,63.355,2022.536
Cluster2,60.707,1930.228
Cluster2,65.193,1942.151
Cluster2,66.424,1951.928
Cluster2,63.579,1912.433
Cluster2,41.297,1929.780
Cluster2,168.461,2073.217
Cluster2,176.324,1997.638
Cluster2,176.293,2105.163
Cluster2,181.000,1913.640
Cluster2,181.123,2036.103
Cluster2,88.055,1988.483
Cluster2,88.036,1957.065
Cluster2,14.054,1859.785
Cluster2,84.964,2054.280
Cluster2,85.177,1917.239
Cluster2,84.950,2067.650
Cluster2,159.542,1959.873
Cluster2,159.511,2057.823
Cluster2,159.482,1957.976
Cluster2,159.534,2069.762
Cluster2,159.758,2083.370
Cluster2,159.573,2109.505
Cluster2,55.494,2106.171
Cluster2,48.332,1964.653
Cluster2,53.121,1955.491
Cluster2,48.384,1966.113
Cluster2,47.428,1911.927
Cluster2,52.928,2007.191
Cluster2,48.495,1975.534
Cluster2,53.258,2103.006
Cluster2,58.939,2013.664
Cluster2,63.026,2056.609
Cluster2,60.125,1980.089
Cluster2,126.111,2080.902
Cluster2,63.333,2007.193
Cluster2,60.538,2044.892
Cluster2,60.953,1952.875
Cluster2,62.992,2054.874
Cluster2,60.884,1967.078
Cluster2,176.893,2063.940
Cluster2,177.506,2041.008
Cluster2,180.692,2025.250
Cluster2,180.765,2089.759
Cluster2,180.890,2069.606
Cluster2,180.697,2127.641
Cluster2,180.891,1992.021
Cluster2,165.690,2038.145
Cluster2,165.694,2181.674
Cluster2,160.819,2021.053
Cluster2,160.471,2093.761
Cluster2,160.520,2039.437
Cluster2,160.736,2140.137
Cluster2,160.756,2026.720
Cluster2,160.717,2082.728
Cluster2,11.558,2069.735
Cluster2,11.644,2011.998
Cluster2,11.491,1954.822
Cluster2,11.364,1884.165
Cluster2,14.731,1975.396
Cluster2,203.551,2044.025
Cluster2,52.424,2047.182
Cluster2,51.250,2012.662
Cluster2,48.745,2131.723
Cluster2,151.174,2063.989
Cluster2,151.233,1949.471
Cluster2,151.174,2057.448
Cluster2,180.714,2130.046
Cluster2,180.852,2119.387
Cluster2,160.792,2089.365
Cluster2,175.308,2116.992
Cluster2,41.238,1957.246
Cluster2,38.915,2050.825
Cluster2,38.964,2094.038
Cluster2,66.827,2125.399
Cluster2,20.336,1948.937
Cluster2,81.828,2024.952
Cluster2,19.674,2114.969
Cluster2,112.694,2062.953
Cluster2,20.258,1978.831
Cluster2,10.579,1932.508
Cluster2,33.163,2027.038
Cluster2,62.285,2012.746
Cluster2,36.406,2031.847
Cluster2,33.428,2060.943
Cluster2,130.164,2113.145
Cluster2,130.125,2007.194
Cluster2,130.099,1960.969
Cluster2,419.730,2034.469
Cluster2,177.262,2108.245
Cluster2,58.744,2043.080
Cluster2,50.571,1930.165
Cluster2,47.880,2038.983
Cluster2,58.500,1945.402
Cluster2,53.489,1974.741
Cluster2,50.910,1999.566
Cluster2,53.745,2011.482
Cluster2,57.880,2005.066
Cluster2,58.429,2038.802
Cluster2,63.849,2056.577
Cluster2,61.197,1974.269
Cluster2,65.697,1943.724
Cluster2,66.933,2052.969
Cluster2,63.970,2073.474
Cluster2,40.774,2048.821
Cluster2,168.479,2067.258
Cluster2,176.355,2077.819
Cluster2,176.324,2083.204
Cluster2,181.084,2046.681
Cluster2,181.207,2053.144
Cluster2,88.600,2050.419
Cluster2,88.581,1906.106
Cluster2,14.180,1989.893
Cluster2,84.614,2148.321
Cluster2,84.830,1962.280
Cluster2,84.600,2071.620
Cluster2,159.699,2068.914
Cluster2,159.668,2045.864
Cluster2,159.639,1973.192
Cluster2,159.691,2091.803
Cluster2,159.916,2220.411
Cluster2,159.731,2128.405
Cluster2,0.603,1871.380
Cluster2,55.598,2122.278
Cluster2,48.448,1988.759
Cluster2,53.223,2037.598
Cluster2,48.500,2026.792
Cluster2,47.547,1932.105
Cluster2,53.029,2100.176
Cluster2,48.611,1940.641
Cluster2,53.362,2004.113
Cluster2,59.225,2061.771
Cluster2,63.319,1952.716
Cluster2,60.401,2038.985
Cluster2,126.220,2153.009
Cluster2,63.627,2064.300
Cluster2,60.831,2064.999
Cluster2,61.248,1970.982
Cluster2,63.291,2023.981
Cluster2,61.186,2065.838
Cluster2,177.191,2107.047
Cluster2,177.805,2147.448
Cluster2,180.993,2070.357
Cluster2,181.066,2091.866
Cluster2,181.191,2068.713
Cluster2,180.998,2150.748
Cluster2,181.192,1986.964
Cluster2,165.973,2031.251
Cluster2,165.978,2161.780
Cluster2,161.093,2050.948
Cluster2,160.745,2155.925
Cluster2,160.795,2064.544
Cluster2,161.010,2044.244
Cluster2,161.030,2178.827
Cluster2,160.991,2046.082
Cluster2,11.862,2071.495
Cluster2,11.947,2005.105
Cluster2,11.794,2023.582
Cluster2,11.667,1963.272
Cluster2,15.008,2022.503
Cluster2,203.863,2116.132
Cluster2,52.521,1962.289
Cluster2,51.320,2089.768
Cluster2,48.858,2093.829
Cluster2,151.360,2115.699
Cluster2,151.419,1903.824
Cluster2,151.360,2060.555
Cluster2,181.015,2127.153
Cluster2,181.153,2170.494
Cluster2,161.066,2083.546
Cluster2,175.605,2130.099
Cluster2,41.221,1992.133
Cluster2,38.917,1985.148
Cluster2,38.966,2017.145
Cluster2,67.027,2146.274
Cluster2,20.629,2036.044
Cluster2,82.002,2098.869
Cluster2,19.954,2118.076
Cluster2,112.824,2044.060
Cluster2,20.551,2021.938
Cluster2,10.736,1991.615
Cluster2,33.280,2131.145
Cluster2,62.581,1970.923
Cluster2,36.522,1873.060
Cluster2,33.545,2049.050
Cluster2,130.258,2145.252
Cluster2,130.219,2018.301
Cluster2,130.193,2054.076
Cluster2,420.032,2032.576
Cluster2,177.561,2116.121
Cluster2,58.892,2093.187
Cluster2,50.683,1987.272
Cluster2,47.999,2055.090
Cluster2,58.645,2062.509
Cluster2,53.596,2011.848
Cluster2,50.985,2059.919
Cluster2,53.854,2042.784
Cluster2,58.158,2014.173
Cluster2,58.716,2023.909
Cluster2,64.119,2024.684
Cluster2,61.469,2041.375
Cluster2,65.962,2030.709
Cluster2,67.196,2072.830
Cluster2,64.271,2044.655
Cluster2,40.807,2042.175
Cluster2,168.769,2065.364
Cluster2,176.647,2027.926
Cluster2,176.616,2082.311
Cluster2,181.385,2072.788
Cluster2,181.508,2103.251
Cluster2,88.839,2086.386
Cluster2,88.821,1842.050
Cluster2,13.934,2132.000
Cluster2,84.772,2170.675
Cluster2,84.990,2064.387
Cluster2,84.758,2065.798
Cluster2,160.009,2134.021
Cluster2,159.977,2102.971
Cluster2,159.948,2064.299
Cluster2,160.000,2156.910
Cluster2,160.225,2232.518
Cluster2,160.040,2192.512
Cluster2,0.787,1988.597
Cluster2,0.313,1816.954
Cluster2,55.419,1998.611
Cluster2,48.244,1995.092
Cluster2,53.048,1955.931
Cluster2,48.296,1928.345
Cluster2,47.335,1995.438
Cluster2,52.857,1931.048
Cluster2,48.408,1909.974
Cluster2,53.183,1928.446
Cluster2,58.628,1883.104
Cluster2,62.709,2049.049
Cluster2,59.823,2023.318
Cluster2,125.967,2057.342
Cluster2,63.016,2041.633
Cluster2,60.222,1958.332
Cluster2,60.635,1981.315
Cluster2,62.671,1995.314
Cluster2,60.561,1940.518
Cluster2,176.572,2020.380
Cluster2,177.184,2037.447
Cluster2,180.389,2000.690
Cluster2,180.462,2081.199
Cluster2,180.586,2052.046
Cluster2,180.393,2135.081
Cluster2,180.587,1966.297
Cluster2,165.408,1947.584
Cluster2,165.413,2087.113
Cluster2,160.550,2058.281
Cluster2,160.202,2073.448
Cluster2,160.251,1998.877
Cluster2,160.467,2046.577
Cluster2,160.487,2053.160
Cluster2,160.448,2104.415
Cluster2,11.234,2016.175
Cluster2,11.321,2001.438
Cluster2,11.168,1844.262
Cluster2,11.041,1939.605
Cluster2,14.428,1944.836
Cluster2,203.223,2005.465
Cluster2,52.358,1924.622
Cluster2,51.211,1938.101
Cluster2,48.660,1998.162
Cluster2,150.954,2055.825
Cluster2,151.013,1906.157
Cluster2,150.954,1971.888
Cluster2,180.411,2030.486
Cluster2,180.548,2143.827
Cluster2,160.523,2046.879
Cluster2,174.987,2149.432
Cluster2,41.293,2009.686
Cluster2,38.948,2027.215
Cluster2,38.998,2013.212
Cluster2,66.594,2026.838
Cluster2,20.020,1741.377
Cluster2,81.675,1965.392
Cluster2,19.368,2077.409
Cluster2,112.590,2030.393
Cluster2,19.942,1998.271
Cluster2,10.453,1840.682
Cluster2,33.013,1980.478
Cluster2,61.966,1935.256
Cluster2,36.257,1921.393
Cluster2,33.277,1990.383
Cluster2,130.036,2062.585
Cluster2,129.997,1947.634
Cluster2,129.971,1864.409
Cluster2,419.407,1979.909
Cluster2,176.940,1996.685
Cluster2,58.620,1976.520
Cluster2,50.488,1936.605
Cluster2,47.790,1910.423
Cluster2,58.380,1953.842
Cluster2,53.411,1901.181
Cluster2,50.866,1972.252
Cluster2,53.665,2124.922
Cluster2,57.576,1990.506
Cluster2,58.117,1986.242
Cluster2,63.551,2012.017
Cluster2,60.897,1867.708
Cluster2,65.403,1985.164
Cluster2,66.642,1883.409
Cluster2,63.647,2010.988
Cluster2,40.777,2049.508
Cluster2,168.191,2010.697
Cluster2,176.063,2026.259
Cluster2,176.032,2099.644
Cluster2,180.780,2092.121
Cluster2,180.903,2046.584
Cluster2,88.329,1981.964
Cluster2,88.310,1853.383
Cluster2,14.420,2008.333
Cluster2,84.479,2111.741
Cluster2,84.693,2031.720
Cluster2,84.464,2083.131
Cluster2,159.382,2137.354
Cluster2,159.351,2033.304
Cluster2,159.322,2004.315
Cluster2,159.374,2094.977
Cluster2,159.599,2166.851
Cluster2,159.414,2181.845
Cluster2,0.522,2008.930
Cluster2,0.328,2116.970
Cluster2,0.641,1903.914
Cluster2,55.366,1999.164
Cluster2,48.193,1977.348
Cluster2,52.995,2022.484
Cluster2,48.245,2023.725
Cluster2,47.285,2043.675
Cluster2,52.804,2066.867
Cluster2,48.357,2023.527
Cluster2,53.130,2055.326
Cluster2,58.673,2069.657
Cluster2,62.751,2076.446
Cluster2,59.871,2089.417
Cluster2,126.033,2099.895
Cluster2,63.058,2031.049
Cluster2,60.263,2070.885
Cluster2,60.675,2030.868
Cluster2,62.709,2112.923
Cluster2,60.598,2083.071
Cluster2,176.610,2059.479
Cluster2,177.222,2166.509
Cluster2,180.391,2084.370
Cluster2,180.464,2062.454
Cluster2,180.589,2103.599
Cluster2,180.395,2163.082
Cluster2,180.589,2054.889
Cluster2,165.400,2086.137
Cluster2,165.405,2214.666
Cluster2,160.538,2143.834
Cluster2,160.190,2173.641
Cluster2,160.239,2107.525
Cluster2,160.454,2114.130
Cluster2,160.474,2103.659
Cluster2,160.435,2139.968
Cluster2,11.271,2144.728
Cluster2,11.357,2019.958
Cluster2,11.205,1992.815
Cluster2,11.078,2107.856
Cluster2,14.476,2103.389
Cluster2,203.249,2064.018
Cluster2,52.304,2058.175
Cluster2,51.154,2036.654
Cluster2,48.609,2075.743
Cluster2,151.017,2143.585
Cluster2,151.076,1951.656
Cluster2,151.017,2060.441
Cluster2,180.413,2113.039
Cluster2,180.550,2127.380
Cluster2,160.511,2106.432
Cluster2,175.027,2196.112
Cluster2,41.229,2040.239
Cluster2,38.885,2067.034
Cluster2,38.935,2088.423
Cluster2,66.655,2239.090
Cluster2,20.062,1988.930
Cluster2,81.634,2071.720
Cluster2,19.415,2261.962
Cluster2,112.541,2124.946
Cluster2,19.983,2034.824
Cluster2,10.407,2004.501
Cluster2,33.079,2021.031
Cluster2,62.006,2041.738
Cluster2,36.323,1651.429
Cluster2,33.343,2076.691
Cluster2,130.102,2120.138
Cluster2,130.063,2003.978
Cluster2,130.037,2053.962
Cluster2,419.443,2069.462
Cluster2,176.978,2112.238
Cluster2,58.574,2091.073
Cluster2,50.436,2000.104
Cluster2,47.739,1926.976
Cluster2,58.333,2043.032
Cluster2,53.359,2069.861
Cluster2,50.810,1989.805
Cluster2,53.613,2109.021
Cluster2,57.624,2075.059
Cluster2,58.161,2071.340
Cluster2,63.601,1982.570
Cluster2,60.947,2015.261
Cluster2,65.454,2102.717
Cluster2,66.693,2070.961
Cluster2,63.684,2024.880
Cluster2,40.716,2100.548
Cluster2,168.186,2094.250
Cluster2,176.060,2068.812
Cluster2,176.029,2119.197
Cluster2,180.782,2139.571
Cluster2,180.905,2159.137
Cluster2,88.385,2077.517
Cluster2,88.367,1843.772
Cluster2,14.441,2050.214
Cluster2,84.435,2155.232
Cluster2,84.649,2051.497
Cluster2,84.421,2106.613
Cluster2,159.393,2088.907
Cluster2,159.361,2200.559
Cluster2,159.332,2083.868
Cluster2,159.384,2187.615
Cluster2,159.609,2210.404
Cluster2,159.424,2179.759
Cluster2,0.581,2070.483
Cluster2,0.307,2137.453
Cluster2,0.620,1720.307
Cluster2,0.066,1749.963
Cluster2,55.896,1932.642
Cluster2,48.716,1911.124
Cluster2,53.527,1910.592
Cluster2,48.768,1908.007
Cluster2,47.805,1922.099
Cluster2,53.337,1903.345
Cluster2,48.880,1915.005
Cluster2,53.661,1903.477
Cluster2,58.426,1927.135
Cluster2,62.536,1960.080
Cluster2,59.587,1993.349
Cluster2,125.496,1986.373
Cluster2,62.844,2007.664
Cluster2,60.048,2019.363
Cluster2,60.471,1918.347
Cluster2,62.526,1931.346
Cluster2,60.431,1976.550
Cluster2,176.424,2015.411
Cluster2,177.041,2025.455
Cluster2,180.537,1970.721
Cluster2,180.609,1974.230
Cluster2,180.734,1955.077
Cluster2,180.541,2096.112
Cluster2,180.735,1865.492
Cluster2,165.628,1941.616
Cluster2,165.633,2069.145
Cluster2,160.800,1906.312
Cluster2,160.452,1982.479
Cluster2,160.501,2039.539
Cluster2,160.716,1910.608
Cluster2,160.736,1996.191
Cluster2,160.698,1998.446
Cluster2,11.119,2037.206
Cluster2,11.203,1983.469
Cluster2,11.046,1900.293
Cluster2,10.921,1896.636
Cluster2,14.199,1903.867
Cluster2,203.180,1965.496
Cluster2,52.840,1945.653
Cluster2,51.703,1955.133
Cluster2,49.133,1987.194
Cluster2,150.551,2047.063
Cluster2,150.610,1811.189
Cluster2,150.551,1848.030
Cluster2,180.559,1981.517
Cluster2,180.696,2071.858
Cluster2,160.773,2043.648
Cluster2,174.834,2072.945
Cluster2,41.794,1970.717
Cluster2,39.452,1950.970
Cluster2,39.501,2032.509
Cluster2,66.209,1985.672
Cluster2,19.848,1854.408
Cluster2,82.098,1962.905
Cluster2,19.148,2040.440
Cluster2,113.051,1949.424
Cluster2,19.770,1906.302
Cluster2,10.904,1828.979
Cluster2,32.546,1918.485
Cluster2,61.805,1939.287
Cluster2,35.790,1864.424
Cluster2,32.810,1938.896
Cluster2,129.557,1969.616
Cluster2,129.517,1866.665
Cluster2,129.491,1891.440
Cluster2,419.276,1928.940
Cluster2,176.797,1955.693
Cluster2,59.068,2001.551
Cluster2,50.962,1899.636
Cluster2,48.260,1972.084
Cluster2,58.830,1922.873
Cluster2,53.888,1912.492
Cluster2,51.357,1948.283
Cluster2,54.141,2052.435
Cluster2,57.347,1982.537
Cluster2,57.921,1914.273
Cluster2,63.299,1931.048
Cluster2,60.651,1906.740
Cluster2,65.139,1928.195
Cluster2,66.371,1955.440
Cluster2,63.514,1901.019
Cluster2,41.278,1903.539
Cluster2,168.390,1923.705
Cluster2,176.252,1931.290
Cluster2,176.222,2055.652
Cluster2,180.928,1973.152
Cluster2,181.051,1918.615
Cluster2,88.008,1935.972
Cluster2,87.990,1908.379
Cluster2,14.119,2004.364
Cluster2,84.917,2023.039
Cluster2,85.130,1832.031
Cluster2,84.903,1991.162
Cluster2,159.470,1988.385
Cluster2,159.438,2102.966
Cluster2,159.409,1914.346
Cluster2,159.461,2071.274
Cluster2,159.686,2020.239
Cluster2,159.501,2084.876
Cluster2,0.073,1943.961
Cluster2,0.626,2034.002
Cluster2,0.831,1704.109
Cluster2,0.503,1740.442
Cluster2,0.566,1693.995
Cluster2,92.586,1926.483
Cluster2,86.050,1902.740
Cluster2,91.117,1918.803
Cluster2,86.123,1973.686
Cluster2,84.965,1981.310
Cluster2,91.139,1976.187
Cluster2,86.239,1939.847
Cluster2,90.958,1964.319
