Population,Geographic_Distance,Genetic_Distance
Cluster2,127.184,1943.512
Cluster2,127.209,1962.604
Cluster2,126.775,2000.480
Cluster2,127.162,1911.141
Cluster2,126.080,2050.612
Cluster2,134.167,1919.708
Cluster2,129.422,1914.215
Cluster2,138.143,1991.267
Cluster2,218.754,2090.013
Cluster2,129.122,1890.799
Cluster2,130.257,1999.498
Cluster2,128.948,1984.482
Cluster2,125.927,1934.481
Cluster2,125.108,1991.685
Cluster2,134.671,1991.547
Cluster2,133.518,1978.614
Cluster2,42.409,1833.856
Cluster2,42.489,1850.365
Cluster2,42.564,1910.206
Cluster2,42.420,1861.247
Cluster2,42.521,1894.627
Cluster2,11.908,1839.188
Cluster2,12.009,1585.280
Cluster2,0.271,1867.448
Cluster2,0.272,1894.614
Cluster2,0.216,1896.044
Cluster2,124.913,2015.360
Cluster2,127.184,1923.842
Cluster2,126.482,1923.534
Cluster2,127.194,1902.095
Cluster2,127.219,1963.830
Cluster2,126.784,1966.064
Cluster2,127.172,1951.512
Cluster2,126.088,2016.195
Cluster2,134.199,1963.707
Cluster2,129.454,2016.652
Cluster2,138.176,1992.067
Cluster2,218.792,2109.091
Cluster2,129.155,1905.328
Cluster2,130.289,2028.081
Cluster2,128.980,1994.065
Cluster2,125.960,1952.064
Cluster2,125.140,1982.268
Cluster2,134.714,1839.130
Cluster2,133.561,1885.197
Cluster2,42.438,1829.439
Cluster2,42.517,1909.948
Cluster2,42.593,1742.796
Cluster2,42.449,1841.831
Cluster2,42.550,1809.210
Cluster2,11.936,1870.334
Cluster2,12.037,1958.863
Cluster2,0.228,1785.031
Cluster2,0.285,1943.986
Cluster2,0.236,1842.627
Cluster2,0.043,1775.204
Cluster2,124.857,2108.615
Cluster2,127.131,1982.097
Cluster2,126.426,2000.935
Cluster2,127.141,2056.818
Cluster2,127.167,1973.442
Cluster2,126.729,2086.319
Cluster2,127.119,1912.979
Cluster2,126.033,1975.450
Cluster2,134.185,1990.108
Cluster2,129.442,1966.053
Cluster2,138.163,2037.322
Cluster2,218.796,2111.346
Cluster2,129.143,2031.175
Cluster2,130.275,1963.336
Cluster2,128.966,2001.320
Cluster2,125.947,2033.319
Cluster2,125.125,2063.523
Cluster2,134.763,1955.385
Cluster2,133.610,1988.452
Cluster2,42.511,1965.694
Cluster2,42.590,1976.203
Cluster2,42.666,1688.050
Cluster2,42.522,1968.085
Cluster2,42.623,1928.465
Cluster2,12.009,1771.589
Cluster2,12.110,1962.118
Cluster2,0.187,1606.286
Cluster2,0.249,1910.206
Cluster2,0.213,1899.882
Cluster2,0.104,1837.581
Cluster2,0.074,1820.990
Cluster2,55.812,2081.375
Cluster2,48.371,2017.857
Cluster2,53.575,1840.695
Cluster2,48.433,2085.045
Cluster2,47.339,1875.991
Cluster2,53.438,1969.079
Cluster2,48.555,1966.527
Cluster2,53.628,1952.210
Cluster2,47.576,1987.832
Cluster2,51.545,1976.813
Cluster2,48.971,2092.082
Cluster2,119.820,2091.106
Cluster2,51.847,2055.397
Cluster2,49.059,1905.096
Cluster2,49.446,2009.080
Cluster2,51.448,2082.079
Cluster2,49.328,1876.936
Cluster2,165.349,1883.145
Cluster2,165.957,2002.212
Cluster2,170.919,1963.454
Cluster2,170.990,2089.963
Cluster2,171.115,2046.810
Cluster2,170.923,2079.845
Cluster2,171.118,2074.225
Cluster2,157.022,1960.349
Cluster2,157.022,2171.878
Cluster2,152.712,2047.046
Cluster2,152.355,2015.001
Cluster2,152.401,1937.642
Cluster2,152.615,2030.341
Cluster2,152.637,2028.713
Cluster2,152.602,2017.179
Cluster2,55.871,2032.745
Cluster2,48.430,1900.120
Cluster2,53.636,1916.958
Cluster2,48.492,1977.373
Cluster2,47.397,1871.466
Cluster2,53.499,1965.342
Cluster2,48.613,1934.002
Cluster2,53.688,2004.474
Cluster2,47.482,2030.132
Cluster2,51.453,1958.077
Cluster2,48.875,1980.346
Cluster2,119.734,2103.369
Cluster2,51.756,1916.936
Cluster2,48.967,1898.360
Cluster2,49.355,1883.343
Cluster2,51.360,1986.342
Cluster2,49.241,1909.546
Cluster2,165.261,1939.440
Cluster2,165.869,1966.475
Cluster2,170.874,2015.718
Cluster2,170.945,2009.227
Cluster2,171.070,1983.074
Cluster2,170.878,1982.109
Cluster2,171.072,1921.234
Cluster2,156.992,1849.612
Cluster2,156.992,2021.141
Cluster2,152.689,1982.309
Cluster2,152.331,1959.476
Cluster2,152.378,1967.905
Cluster2,152.592,1909.605
Cluster2,152.614,1917.188
Cluster2,152.579,2010.443
Cluster2,0.099,2007.203
Cluster2,55.931,1898.567
Cluster2,48.491,1978.944
Cluster2,53.693,1921.782
Cluster2,48.553,1914.197
Cluster2,47.459,1869.289
Cluster2,53.556,1917.166
Cluster2,48.674,1882.826
Cluster2,53.746,1952.297
Cluster2,47.617,1948.955
Cluster2,51.596,1919.900
Cluster2,48.999,1911.169
Cluster2,119.743,1980.193
Cluster2,51.899,1967.484
Cluster2,49.110,1953.183
Cluster2,49.500,1864.167
Cluster2,51.509,1968.166
Cluster2,49.393,1970.023
Cluster2,165.410,1894.232
Cluster2,166.019,1981.299
Cluster2,171.047,1891.541
Cluster2,171.118,1938.050
Cluster2,171.243,1978.897
Cluster2,171.051,2065.932
Cluster2,171.245,1894.312
Cluster2,157.160,1979.436
Cluster2,157.159,1999.070
Cluster2,152.853,1966.133
Cluster2,152.495,1988.299
Cluster2,152.542,1942.729
Cluster2,152.756,1995.428
Cluster2,152.778,1968.011
Cluster2,152.743,2040.266
Cluster2,0.146,1990.679
Cluster2,0.174,1962.290
Cluster2,55.889,1960.805
Cluster2,48.450,1888.287
Cluster2,53.648,1824.125
Cluster2,48.512,1871.315
Cluster2,47.419,1800.408
Cluster2,53.510,1915.509
Cluster2,48.633,1807.169
Cluster2,53.703,2022.641
Cluster2,47.746,2035.299
Cluster2,51.725,1891.244
Cluster2,49.128,1994.513
Cluster2,119.831,2025.536
Cluster2,52.028,2023.827
Cluster2,49.239,1963.527
Cluster2,49.629,1906.510
Cluster2,51.637,1951.509
Cluster2,49.520,1971.713
Cluster2,165.538,1982.575
Cluster2,166.147,2067.642
Cluster2,171.138,1946.884
Cluster2,171.209,2040.394
Cluster2,171.334,2063.241
Cluster2,171.142,2018.276
Cluster2,171.336,1937.655
Cluster2,157.235,1900.554
Cluster2,157.234,2013.575
Cluster2,152.920,1933.476
Cluster2,152.562,2025.642
Cluster2,152.609,1991.072
Cluster2,152.823,1991.771
Cluster2,152.845,1973.355
Cluster2,152.810,2002.609
Cluster2,0.220,2004.072
Cluster2,0.286,1954.633
Cluster2,0.129,1632.456
Cluster2,59.557,1994.036
Cluster2,52.105,1884.518
Cluster2,57.356,1790.356
Cluster2,52.169,1875.771
Cluster2,51.055,1909.863
Cluster2,57.230,1889.423
Cluster2,52.291,1860.400
Cluster2,57.393,1906.871
Cluster2,44.250,1921.529
Cluster2,48.447,1937.474
Cluster2,45.395,1955.743
Cluster2,115.508,1892.767
Cluster2,48.762,1966.058
Cluster2,45.960,1893.757
Cluster2,46.427,1893.741
Cluster2,48.589,1952.740
Cluster2,46.597,1843.944
Cluster2,162.424,1875.837
Cluster2,163.065,1992.873
Cluster2,170.494,1896.115
Cluster2,170.564,2024.624
Cluster2,170.688,2054.471
Cluster2,170.498,1961.506
Cluster2,170.692,1950.886
Cluster2,157.326,1930.010
Cluster2,157.323,2054.539
Cluster2,153.334,1949.388
Cluster2,152.972,1952.873
Cluster2,153.018,1924.303
Cluster2,153.231,1965.002
Cluster2,153.254,1930.057
Cluster2,153.220,1993.840
Cluster2,4.366,1961.600
Cluster2,4.274,1941.895
Cluster2,4.312,1883.687
Cluster2,4.417,1842.030
Cluster2,197.828,1990.665
Cluster2,195.778,1947.147
Cluster2,198.142,1901.833
Cluster2,195.826,1928.400
Cluster2,195.180,1932.492
Cluster2,198.373,1906.369
Cluster2,195.877,1908.029
Cluster2,197.769,2005.232
Cluster2,148.993,1976.159
Cluster2,143.751,1997.104
Cluster2,150.087,1937.373
Cluster2,186.989,2131.396
Cluster2,143.386,2013.687
Cluster2,146.073,2029.387
Cluster2,145.242,1953.370
Cluster2,142.527,2005.369
Cluster2,144.055,1962.573
Cluster2,48.360,1854.435
Cluster2,46.589,1855.502
Cluster2,76.360,1774.479
Cluster2,76.306,1941.254
Cluster2,76.287,1958.101
Cluster2,76.350,1933.867
Cluster2,76.339,1931.515
Cluster2,104.350,1762.639
Cluster2,104.240,1903.168
Cluster2,115.775,1943.435
Cluster2,115.601,1831.333
Cluster2,115.554,1998.932
Cluster2,115.523,1948.631
Cluster2,115.560,1915.215
Cluster2,115.626,1865.469
Cluster2,192.156,2049.716
Cluster2,192.080,2011.493
Cluster2,192.245,2028.316
Cluster2,192.365,1981.660
Cluster2,190.033,1978.890
Cluster2,3.397,1832.822
Cluster2,5.297,1887.304
Cluster2,1.254,1840.142
Cluster2,5.225,1904.557
Cluster2,6.402,1957.649
Cluster2,0.951,1768.526
Cluster2,5.105,1918.186
Cluster2,1.646,2072.657
Cluster2,83.279,1981.315
Cluster2,84.161,1941.260
Cluster2,86.882,2013.529
Cluster2,170.482,2086.553
Cluster2,84.269,2044.382
Cluster2,82.251,1988.543
Cluster2,81.777,1950.527
Cluster2,81.775,1906.526
Cluster2,78.990,1857.730
Cluster2,184.485,1918.592
Cluster2,184.597,2059.659
Cluster2,157.388,1934.901
Cluster2,157.471,1982.410
Cluster2,157.593,2089.257
Cluster2,157.395,2039.292
Cluster2,157.579,1995.672
Cluster2,135.537,1937.796
Cluster2,135.573,2078.325
Cluster2,127.733,1966.493
Cluster2,127.455,1988.489
Cluster2,127.514,2030.089
Cluster2,127.726,1953.788
Cluster2,127.734,2056.371
Cluster2,127.679,2050.164
Cluster2,53.121,2058.386
Cluster2,53.183,1962.650
Cluster2,53.237,1921.473
Cluster2,53.189,1929.817
Cluster2,56.948,1919.047
Cluster2,199.158,1923.507
Cluster2,7.337,1966.302
Cluster2,8.106,1836.925
Cluster2,5.788,1860.622
Cluster2,8.043,1838.037
Cluster2,9.004,1883.129
Cluster2,5.498,1877.005
Cluster2,7.959,1858.665
Cluster2,6.190,1969.137
Cluster2,85.476,1928.795
Cluster2,86.610,1908.740
Cluster2,88.946,1893.009
Cluster2,171.320,2020.033
Cluster2,86.734,1963.324
Cluster2,84.628,1858.023
Cluster2,84.212,1880.006
Cluster2,84.356,1915.005
Cluster2,81.574,1944.209
Cluster2,188.301,1947.071
Cluster2,188.436,1889.138
Cluster2,161.960,1893.381
Cluster2,162.042,1983.890
Cluster2,162.164,1941.737
Cluster2,161.967,1981.772
Cluster2,162.150,1954.152
Cluster2,140.053,1931.276
Cluster2,140.089,2029.804
Cluster2,132.189,1980.972
Cluster2,131.912,1959.139
Cluster2,131.972,1937.568
Cluster2,132.183,1978.070
Cluster2,132.191,1870.851
Cluster2,132.136,1939.106
Cluster2,52.937,1946.866
Cluster2,53.006,1992.129
Cluster2,53.045,1925.953
Cluster2,52.988,1840.296
Cluster2,56.926,1925.527
Cluster2,203.460,1965.156
Cluster2,4.572,1913.313
Cluster2,6.930,2019.363
Cluster2,0.621,1926.845
Cluster2,4.774,1943.683
Cluster2,0.549,2043.098
Cluster2,1.720,1970.190
Cluster2,4.695,1932.066
Cluster2,0.437,1939.726
Cluster2,4.772,2012.198
Cluster2,78.646,1954.856
Cluster2,79.584,2018.801
Cluster2,82.230,1961.070
Cluster2,165.866,2084.094
Cluster2,79.697,1993.385
Cluster2,77.656,1996.084
Cluster2,77.196,1922.067
Cluster2,77.236,2041.066
Cluster2,74.451,2044.270
Cluster2,180.764,1981.132
Cluster2,180.903,1938.199
Cluster2,155.968,1953.442
Cluster2,156.050,2053.951
Cluster2,156.172,1991.798
Cluster2,155.975,1996.833
Cluster2,156.160,1986.213
Cluster2,134.794,1980.337
Cluster2,134.826,2124.865
Cluster2,127.322,1917.033
Cluster2,127.033,2023.200
Cluster2,127.092,1935.629
Cluster2,127.305,1987.329
Cluster2,127.315,2090.912
Cluster2,127.261,1957.167
Cluster2,48.882,2041.927
Cluster2,48.941,2007.190
Cluster2,49.001,2007.014
Cluster2,48.959,1942.357
Cluster2,52.631,1931.588
Cluster2,196.227,1970.217
Cluster2,4.682,1996.374
Cluster2,7.546,1956.853
Cluster2,188.206,2045.228
Cluster2,181.568,1995.714
Cluster2,186.691,2036.552
Cluster2,181.640,2076.967
Cluster2,180.474,2039.059
Cluster2,186.704,1987.935
Cluster2,181.758,2069.596
Cluster2,186.542,2096.067
Cluster2,103.902,2001.725
Cluster2,103.997,2092.670
Cluster2,100.066,2039.142
Cluster2,45.805,2174.963
Cluster2,103.977,2068.012
Cluster2,105.518,1974.953
Cluster2,106.238,2045.937
Cluster2,107.052,1992.936
Cluster2,109.724,2055.140
Cluster2,104.284,1996.002
Cluster2,106.033,1957.069
Cluster2,192.126,2039.311
Cluster2,192.140,2071.820
Cluster2,192.220,2077.667
Cluster2,192.122,2047.460
Cluster2,192.259,2106.082
Cluster2,201.667,2035.206
Cluster2,201.589,2143.730
Cluster2,206.458,1967.903
Cluster2,206.077,2076.069
Cluster2,206.079,2079.499
Cluster2,206.213,2067.198
Cluster2,206.255,1998.781
Cluster2,206.274,2107.036
Cluster2,142.354,2113.796
Cluster2,142.258,1983.060
Cluster2,142.319,2045.883
Cluster2,142.431,2106.226
Cluster2,138.039,1991.457
Cluster2,152.545,2090.088
Cluster2,186.856,2007.243
Cluster2,188.731,1946.723
Cluster2,182.188,2113.784
Cluster2,188.286,2011.358
Cluster2,181.646,1848.839
Cluster2,186.770,1911.678
Cluster2,181.719,2021.092
Cluster2,180.552,1885.185
Cluster2,186.783,1963.061
Cluster2,181.836,1851.721
Cluster2,186.621,1963.193
Cluster2,103.985,1866.851
Cluster2,104.083,1903.796
Cluster2,100.146,1897.065
Cluster2,45.774,1672.089
Cluster2,104.064,1964.326
Cluster2,105.602,1968.079
Cluster2,106.323,1906.062
Cluster2,107.139,1902.061
Cluster2,109.810,1970.265
Cluster2,104.380,1863.127
Cluster2,106.129,1875.194
Cluster2,192.235,1897.437
Cluster2,192.249,2071.946
Cluster2,192.329,1897.793
Cluster2,192.230,2036.828
Cluster2,192.368,1936.208
Cluster2,201.776,1963.331
Cluster2,201.698,2031.860
Cluster2,206.566,1872.028
Cluster2,206.185,1961.948
Cluster2,206.187,1969.624
Cluster2,206.322,1932.324
Cluster2,206.364,1886.853
Cluster2,206.383,1929.915
Cluster2,142.418,1947.922
Cluster2,142.321,1968.185
Cluster2,142.382,1976.009
Cluster2,142.495,1936.352
Cluster2,138.102,1842.583
Cluster2,152.643,1989.212
Cluster2,186.934,2042.369
Cluster2,188.808,1882.848
Cluster2,182.266,1956.909
Cluster2,0.109,1985.779
Cluster2,188.207,2048.088
Cluster2,181.569,1905.570
Cluster2,186.692,1943.038
Cluster2,181.641,2002.453
Cluster2,180.475,1962.545
Cluster2,186.705,1953.791
Cluster2,181.759,1933.155
Cluster2,186.543,1909.923
Cluster2,103.904,1955.581
Cluster2,103.998,1979.526
Cluster2,100.067,1930.795
Cluster2,45.802,2038.819
Cluster2,103.979,1924.110
Cluster2,105.519,1934.809
Cluster2,106.239,1907.907
Cluster2,107.054,2002.792
Cluster2,109.725,1973.996
Cluster2,104.289,1859.435
Cluster2,106.037,2005.925
Cluster2,192.130,2002.167
Cluster2,192.144,2045.676
Cluster2,192.224,2039.227
Cluster2,192.126,1883.558
Cluster2,192.263,1933.938
Cluster2,201.670,1965.545
Cluster2,201.593,2079.591
Cluster2,206.461,1925.758
Cluster2,206.080,1984.925
Cluster2,206.082,2048.985
Cluster2,206.217,1938.054
Cluster2,206.259,1976.637
Cluster2,206.278,2032.892
Cluster2,142.354,2084.652
Cluster2,142.258,1995.947
Cluster2,142.319,1949.802
Cluster2,142.431,1939.082
Cluster2,138.039,2011.345
Cluster2,152.550,1975.942
Cluster2,186.857,1994.099
Cluster2,188.732,1916.579
Cluster2,182.189,1986.640
Cluster2,0.005,2022.509
Cluster2,0.106,2001.635
Cluster2,155.070,2051.686
Cluster2,155.739,1979.309
Cluster2,156.212,1939.006
Cluster2,155.765,1951.421
Cluster2,155.526,1933.513
Cluster2,156.499,2049.389
Cluster2,155.771,1960.049
Cluster2,155.811,2023.521
Cluster2,141.384,1859.179
Cluster2,136.006,2012.124
Cluster2,144.536,2018.393
Cluster2,213.126,2104.417
Cluster2,135.651,2071.708
Cluster2,137.527,2025.407
Cluster2,136.292,1924.391
Cluster2,133.108,2050.390
Cluster2,133.181,1956.593
Cluster2,104.889,1955.455
Cluster2,103.429,1983.523
Cluster2,0.054,1936.843
Cluster2,0.051,1860.274
Cluster2,0.176,1845.121
Cluster2,0.043,1921.156
Cluster2,0.183,1895.536
Cluster2,30.557,1924.660
Cluster2,30.455,1947.189
Cluster2,42.672,1874.356
Cluster2,42.617,1919.523
Cluster2,42.559,1885.952
Cluster2,42.462,1933.652
Cluster2,42.491,1953.235
Cluster2,42.564,1948.490
Cluster2,170.940,2099.952
Cluster2,170.894,2023.777
Cluster2,171.067,1988.337
Cluster2,171.158,1951.383
Cluster2,170.513,1981.911
Cluster2,76.309,1894.540
Cluster2,157.423,1996.697
Cluster2,161.994,2023.318
Cluster2,156.001,2035.238
Cluster2,192.104,2100.114
Cluster2,192.213,1990.233
Cluster2,192.108,1974.963
Cluster2,155.183,2059.027
Cluster2,155.857,1977.509
Cluster2,156.326,1977.347
Cluster2,155.882,2024.726
Cluster2,155.644,2107.626
Cluster2,156.613,2092.731
Cluster2,155.888,2025.391
Cluster2,155.925,2120.862
Cluster2,141.533,2066.484
Cluster2,136.155,2037.465
Cluster2,144.686,2115.734
Cluster2,213.275,2154.758
Cluster2,135.801,2030.807
Cluster2,137.676,2027.489
Cluster2,136.442,2002.732
Cluster2,133.258,2100.731
Cluster2,133.330,2105.935
Cluster2,104.994,2045.797
Cluster2,103.533,2044.679
Cluster2,0.160,1929.841
Cluster2,0.106,1931.615
Cluster2,0.078,1902.462
Cluster2,0.157,2035.255
Cluster2,0.042,1921.877
Cluster2,30.581,1949.001
Cluster2,30.479,1967.530
Cluster2,42.696,2023.698
Cluster2,42.643,1992.864
Cluster2,42.584,1944.758
Cluster2,42.487,1955.993
Cluster2,42.515,1960.576
Cluster2,42.588,1998.831
Cluster2,171.079,2133.555
Cluster2,171.034,2030.855
Cluster2,171.207,2136.678
Cluster2,171.298,2138.021
Cluster2,170.654,2032.252
Cluster2,76.358,1991.616
Cluster2,157.537,2076.046
Cluster2,162.109,2039.518
Cluster2,156.118,2122.579
Cluster2,192.244,2114.523
Cluster2,192.353,2062.145
Cluster2,192.248,2039.183
Cluster2,0.152,1931.412
Cluster2,124.907,1989.080
Cluster2,127.187,1959.562
Cluster2,126.478,1923.400
Cluster2,127.196,2020.815
Cluster2,127.223,2013.907
Cluster2,126.780,1956.783
Cluster2,127.174,1933.338
Cluster2,126.085,2006.646
Cluster2,134.282,1973.573
Cluster2,129.539,1977.518
Cluster2,138.260,1949.787
Cluster2,218.900,2045.811
Cluster2,129.240,2012.102
Cluster2,130.372,1984.801
Cluster2,129.063,1957.784
Cluster2,126.044,1996.783
Cluster2,125.222,1929.987
Cluster2,134.856,1869.849
Cluster2,133.703,1906.917
Cluster2,42.552,1806.159
Cluster2,42.632,1840.668
Cluster2,42.707,1825.515
Cluster2,42.563,1814.281
Cluster2,42.664,1876.930
Cluster2,12.049,1785.949
Cluster2,12.150,1962.478
Cluster2,0.086,1895.750
Cluster2,0.341,1900.917
Cluster2,0.314,1804.346
Cluster2,0.185,1875.046
Cluster2,0.142,1885.629
Cluster2,0.106,1966.884
Cluster2,152.681,2030.299
Cluster2,152.658,1996.907
Cluster2,152.822,1921.731
Cluster2,152.889,1994.074
Cluster2,153.301,1910.305
Cluster2,115.695,1923.665
Cluster2,127.731,1970.091
Cluster2,132.187,1926.571
Cluster2,127.317,2067.632
Cluster2,206.380,1988.501
Cluster2,206.488,1958.626
Cluster2,206.383,1986.357
Cluster2,42.605,1915.955
Cluster2,42.629,2001.296
Cluster2,182.993,2121.632
Cluster2,179.193,2005.114
Cluster2,182.695,1948.952
Cluster2,179.254,2052.367
Cluster2,178.378,2040.460
Cluster2,182.867,2076.336
Cluster2,179.332,1968.996
Cluster2,182.371,2100.468
Cluster2,116.860,2072.126
Cluster2,112.380,1994.071
Cluster2,116.633,2011.340
Cluster2,137.936,2117.364
Cluster2,112.059,1977.654
Cluster2,114.864,1954.354
Cluster2,114.383,2077.910
Cluster2,112.326,2021.336
Cluster2,114.514,2029.540
Cluster2,2.434,1889.402
Cluster2,4.150,1965.469
Cluster2,106.309,1963.839
Cluster2,106.290,2027.221
Cluster2,106.327,2034.068
Cluster2,106.301,2053.103
Cluster2,106.377,1961.483
Cluster2,126.705,1907.606
Cluster2,126.601,2021.135
Cluster2,135.770,2012.303
Cluster2,135.476,1945.470
Cluster2,135.450,1895.899
Cluster2,135.499,2005.599
Cluster2,135.542,2024.182
Cluster2,135.590,2062.437
Cluster2,163.771,2057.854
Cluster2,163.683,2030.305
Cluster2,163.831,2008.284
Cluster2,163.959,2011.627
Cluster2,160.810,2003.857
Cluster2,50.727,1978.487
Cluster2,183.492,2036.644
Cluster2,187.278,2044.123
Cluster2,179.737,2112.184
Cluster2,101.883,2032.054
Cluster2,101.979,2050.179
Cluster2,101.887,1928.270
Cluster2,106.270,2003.771
Cluster2,106.378,2033.727
Cluster2,135.683,1918.901
Cluster2,23.620,1868.886
Cluster2,20.577,1826.368
Cluster2,21.647,1820.059
Cluster2,20.562,1822.401
Cluster2,20.663,1840.338
Cluster2,21.343,1634.589
Cluster2,20.576,1875.953
Cluster2,22.014,1934.721
Cluster2,86.258,1921.233
Cluster2,88.387,1839.178
Cluster2,89.124,1937.593
Cluster2,166.003,2087.617
Cluster2,88.574,1969.908
Cluster2,86.158,1853.607
Cluster2,85.986,2013.591
Cluster2,86.732,1942.590
Cluster2,84.027,1832.794
Cluster2,195.587,1884.656
Cluster2,195.858,1985.723
Cluster2,176.089,1939.965
Cluster2,176.171,1989.474
Cluster2,176.294,2000.025
Cluster2,176.096,1952.356
Cluster2,176.282,2015.736
Cluster2,155.197,1861.860
Cluster2,155.229,2024.389
Cluster2,147.715,1944.556
Cluster2,147.427,1886.723
Cluster2,147.486,2008.153
Cluster2,147.699,1891.852
Cluster2,147.709,1893.289
Cluster2,147.655,1953.690
Cluster2,46.193,1959.450
Cluster2,46.279,1940.713
Cluster2,46.266,1922.537
Cluster2,46.177,1946.880
Cluster2,50.525,1892.111
Cluster2,213.873,1913.740
Cluster2,20.411,1746.897
Cluster2,16.418,1832.377
Cluster2,20.410,2016.438
Cluster2,187.157,1963.307
Cluster2,187.227,1922.433
Cluster2,187.158,1913.867
Cluster2,176.122,1963.761
Cluster2,176.241,1964.874
Cluster2,147.709,1977.155
Cluster2,194.397,2000.973
Cluster2,22.609,1856.681
Cluster2,18.606,1854.304
Cluster2,20.453,1881.023
Cluster2,18.601,1805.416
Cluster2,18.534,1929.530
Cluster2,20.157,2015.118
Cluster2,18.632,1906.045
Cluster2,20.792,1960.538
Cluster2,82.842,1903.174
Cluster2,84.945,1957.119
Cluster2,85.732,2089.969
Cluster2,163.121,2088.412
Cluster2,85.131,1889.703
Cluster2,82.720,1947.402
Cluster2,82.543,1906.386
Cluster2,83.279,1843.385
Cluster2,80.573,1963.589
Cluster2,192.199,1948.451
Cluster2,192.477,1948.494
Cluster2,173.609,1890.760
Cluster2,173.690,2012.269
Cluster2,173.813,1975.116
Cluster2,173.616,2020.151
Cluster2,173.803,1915.531
Cluster2,153.068,1876.655
Cluster2,153.098,2015.184
Cluster2,145.763,1919.351
Cluster2,145.471,1965.518
Cluster2,145.529,1932.948
Cluster2,145.743,1949.647
Cluster2,145.753,1929.230
Cluster2,145.700,1933.485
Cluster2,43.307,2023.897
Cluster2,43.391,1914.509
Cluster2,43.386,1899.332
Cluster2,43.301,1846.675
Cluster2,47.613,2006.906
Cluster2,210.721,1934.535
Cluster2,19.267,1877.692
Cluster2,15.758,1941.313
Cluster2,18.529,1971.233
Cluster2,183.911,1961.102
Cluster2,183.981,1930.228
Cluster2,183.912,1964.439
Cluster2,173.641,1994.697
Cluster2,173.761,1993.897
Cluster2,145.757,1899.950
Cluster2,191.002,2017.984
Cluster2,3.458,1836.756
Cluster2,22.612,1995.678
Cluster2,18.628,1931.160
Cluster2,20.459,1847.998
Cluster2,18.623,2060.377
Cluster2,18.559,1977.505
Cluster2,20.162,1986.115
Cluster2,18.654,1969.042
Cluster2,20.799,1971.513
Cluster2,82.905,1943.135
Cluster2,85.008,1927.116
Cluster2,85.796,2076.588
Cluster2,163.179,2143.409
Cluster2,85.194,1913.700
Cluster2,82.783,1941.582
Cluster2,82.606,1871.383
Cluster2,83.342,2051.382
Cluster2,80.636,1979.586
Cluster2,192.258,1915.448
Cluster2,192.535,2063.515
Cluster2,173.645,1923.671
Cluster2,173.726,2101.266
Cluster2,173.850,2071.113
Cluster2,173.652,2053.541
Cluster2,173.839,1938.528
Cluster2,153.097,1968.566
Cluster2,153.127,2106.181
Cluster2,145.788,2036.349
Cluster2,145.496,2056.515
Cluster2,145.554,2003.337
Cluster2,145.768,2108.644
Cluster2,145.778,2011.227
Cluster2,145.726,2041.482
Cluster2,43.365,1988.206
Cluster2,43.449,2060.506
Cluster2,43.444,1940.329
Cluster2,43.358,1959.673
Cluster2,47.671,1925.903
Cluster2,210.773,1969.532
Cluster2,19.271,2001.689
Cluster2,15.752,2026.169
Cluster2,18.548,1969.225
Cluster2,183.974,2056.302
Cluster2,184.044,1951.225
Cluster2,183.974,2009.955
Cluster2,173.677,2057.553
Cluster2,173.798,2139.858
Cluster2,145.782,1991.947
Cluster2,191.061,2131.500
Cluster2,3.396,1993.753
Cluster2,0.063,1937.282
Cluster2,106.680,2092.039
Cluster2,99.596,1988.521
Cluster2,104.894,2004.359
Cluster2,99.667,2026.242
Cluster2,98.486,1999.866
Cluster2,104.861,2046.742
Cluster2,99.790,1946.402
Cluster2,104.804,2068.605
Cluster2,29.375,1948.532
Cluster2,33.307,2060.259
Cluster2,24.943,2010.746
Cluster2,66.769,2130.770
Cluster2,33.565,2057.061
Cluster2,32.999,2014.943
Cluster2,34.272,1987.317
Cluster2,36.987,1970.742
Cluster2,38.423,2098.946
Cluster2,125.941,2065.808
Cluster2,127.011,2000.343
Cluster2,166.143,2025.118
Cluster2,166.194,1976.627
Cluster2,166.308,2016.474
Cluster2,166.144,2060.240
Cluster2,166.328,2030.889
Cluster2,162.526,2052.013
Cluster2,162.487,2171.542
Cluster2,162.520,1973.709
Cluster2,162.122,2104.876
Cluster2,162.150,2016.305
Cluster2,162.339,2081.005
Cluster2,162.373,2064.588
Cluster2,162.363,1991.311
Cluster2,57.812,2152.603
Cluster2,57.716,2122.866
Cluster2,57.775,2019.690
Cluster2,57.887,2038.033
Cluster2,53.494,2004.264
Cluster2,163.186,2032.624
Cluster2,104.871,2060.050
Cluster2,106.155,1935.529
Cluster2,100.202,2071.591
Cluster2,84.545,2090.460
Cluster2,84.609,1964.585
Cluster2,84.546,2023.316
Cluster2,166.146,1958.127
Cluster2,166.297,2080.468
Cluster2,162.462,2100.039
Cluster2,123.893,2076.434
Cluster2,103.037,1981.114
Cluster2,99.874,2020.909
Cluster2,99.936,2000.089
Cluster2,59.670,1935.577
Cluster2,52.249,1925.720
Cluster2,57.581,1901.897
Cluster2,52.316,1864.087
Cluster2,51.164,1847.179
Cluster2,57.484,1894.009
Cluster2,52.440,1947.941
Cluster2,57.576,1880.590
Cluster2,38.657,1891.071
Cluster2,42.690,1879.016
Cluster2,40.056,1930.284
Cluster2,113.717,2128.308
Cluster2,42.998,1970.599
Cluster2,40.202,1878.298
