"fc","reg","iter","train_AUC","test_AUC","diff_AUC"
"lh",0.8,700,0.895018655438063,0.854341185670813,0.0406774697672498
"lh",0.8,700,0.895018655438063,0.854341185670813,0.0406774697672498
"lh",0.8,700,0.895018655438063,0.854341185670813,0.0406774697672498
"lh",0.8,300,0.893639834839317,0.85055291255577,0.0430869222835469
"lp",0.8,700,0.841263093434197,0.805280025840231,0.0359830675939666
