"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"Soils_Total",-1994.37225007882,4,3996.74450015763,3997.27081594711,0.523864779384383,0.818158819891694,-1994.37225007882,"Inverse-Reverse Monomolecular",8.54759684111923,7.09260820504301
