"","Estimate","Std. Error","t value"
"Intercept",46.3886309833957,0.109310210105165,424.376011525054
"Distance",0.652837938299518,0.00836684603006225,78.0267661140001
"Intercept",46.3886309833691,0.123116878427916,376.785308202314
"PersistForestCover_Total",0.735071788845283,0.00935883005876077,78.5431281720074
