"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"PersistForestCover_Total",-1997.2322476519,4,4002.46449530379,4002.99081109327,0.529726117177441,0.825818134955468,-1997.2322476519,"Inverse-Reverse Monomolecular",1.74676247801085,1893.51264516518
