"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"CoarseFrags_Total",-1980.64520455062,4,3969.29040910365,3969.81672489312,0.512108903562171,0.789646244600732,-1980.64520455182,"Monomolecular",1.24277077615261,1126.36581279337
