"","Estimate","Std. Error","t value"
"Intercept",46.3886309833594,0.119860941369957,387.020412597781
"FireFreq_2000_2008_Total.PersistForestCover_Total.Silt_Total.VRM_Total",0.785829048235138,0.00980944508223344,80.1094293966136
