"","Estimate","Std. Error","t value"
"Intercept",46.3886309833619,0.115553182633887,401.448319518274
"EucDistWater_Total.Silt_Total.Spinifex_Total.VRM_Total",0.727544334035504,0.00895603503553888,81.2350924430845
