"","Estimate","Std. Error","t value"
"Intercept",46.3886309833965,0.11201884699138,414.114519380531
"PersistForestCover_Total.VRM_Total.WeatheringIndex_Total",0.74394586941451,0.00939766272418124,79.1628611548543
