"","Estimate","Std. Error","t value"
"Intercept",46.3886309833538,0.133115657752405,348.483655240893
"FireFreq_2000_2008_Total.Spinifex_Total.VRM_Total.WeatheringIndex_Total",0.864483608283835,0.0107086431933665,80.7276508026095
