"","Estimate","Std. Error","t value"
"Intercept",46.3886309833795,0.12059107629507,384.677145345921
"EucDistWater_Total.PersistForestCover_Total.Silt_Total",0.739367947379546,0.00904778367699638,81.7181283035489
