"fc","reg","iter","train_AUC","test_AUC","diff_AUC"
"lh",0.8,300,0.886336839436716,0.841585293306734,0.0447515461299819
"lh",0.8,300,0.886336839436716,0.841585293306734,0.0447515461299819
"lh",0.8,300,0.886336839436716,0.841585293306734,0.0447515461299819
"lh",0.8,500,0.886436294890203,0.840687621915272,0.0457486729749311
"lp",0.8,300,0.838093185078185,0.799485704083685,0.0386074809945004
