"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"WeatheringIndex_Total",-1996.45700839651,4,4015.74611643289,4016.27243222236,0.505272527560924,0.787163405427753,-2003.87305821644,"Distance",9,9
