"","Estimate","Std. Error","t value"
"Intercept",46.3886309833602,0.112697947504806,411.619128923193
"PersistForestCover_Total.Silt_Total.VRM_Total.WeatheringIndex_Total",0.724420226701746,0.00909647826319883,79.6374383295673
