"","Estimate","Std. Error","t value"
"Intercept",46.388630983394,0.123876917837904,374.473564510983
"EucDistWater_Total.FireFreq_2000_2008_Total.VRM_Total",0.797663892464497,0.0098348128252457,81.1061589720259
