"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"EucDistWater_Total",-1954.52719651233,4,3917.05439302466,3917.58070881414,0.539389935772561,0.843010746523046,-1954.52719651233,"Inverse-Reverse Monomolecular",5.42010706612971,2216.38841593963
