"","Estimate","Std. Error","t value"
"Intercept",46.3886309833924,0.123008622507695,377.116904796575
"EucDistWater_Total.FireFreq_2000_2008_Total.VRM_Total.WeatheringIndex_Total",0.788513418211435,0.00972123850665776,81.1124444350797
