"Surface","obj.func_LL","k","AIC","AICc","R2m","R2c","LL","Equation","shape","max"
"FireFreq_2000_2008_Total",-1993.60074300054,4,3995.20148600108,3995.72780179055,0.536385012398884,0.82695055527322,-1993.60074300054,"Inverse Monomolecular",9.06098141844189,18.0779127084455
