"","Estimate","Std. Error","t value"
"Intercept",46.3886309833799,0.109306429869226,424.390688076441
"Distance",0.65287310717049,0.00836622794714069,78.0367342720588
"Intercept",46.3886309833507,0.122245586807636,379.470802952972
"FireFreq_2000_2008_Total",0.741376125592479,0.00942457896328204,78.6641109890283
