"fc","reg","iter","train_AUC","test_AUC","diff_AUC"
"lh",0.8,300,0.885592382381816,0.841686175429626,0.0439062069521901
"lh",0.8,300,0.885592382381816,0.841686175429626,0.0439062069521901
"lh",0.8,500,0.885611082916016,0.840446569610998,0.0451645133050189
"lh",0.8,500,0.885611082916016,0.840446569610998,0.0451645133050189
"l",0.8,300,0.787286598711915,0.767643288253684,0.019643310458231
