"","Estimate","Std. Error","t value"
"Intercept",46.3886309833616,0.118591457951479,391.163341649289
"EucDistWater_Total.Silt_Total.Spinifex_Total.WeatheringIndex_Total",0.72778369740239,0.0089333583129601,81.4680965328073
