"","Estimate","Std. Error","t value"
"Intercept",46.388630983381,0.127422522359226,364.053623523505
"FireFreq_2000_2008_Total.Spinifex_Total.VRM_Total",0.833129187640101,0.0103288132064636,80.6606887922751
