"","Estimate","Std. Error","t value"
"Intercept",46.3886309833931,0.113897406028882,407.284350019612
"EucDistWater_Total.PersistForestCover_Total.Silt_Total.WeatheringIndex_Total",0.706961459694545,0.00870886597723763,81.1772119977883
